ID,username,mail,street,language,PLZ
906,Euseigne_admin,mail_euseigne@wallis.ch,Tellstrasse 71,DE,1982
907,Lana_(Evolène)_admin,mail_lana_(evolène)@wallis.ch,Rue du Château 24,FR,1983
908,Evolène_admin,mail_evolène@wallis.ch,Marktgasse 24,FR,1983
909,Les_Haudères_admin,mail_les_haudères@wallis.ch,Rue du Château 6,FR,1984
910,La_Sage_admin,mail_la_sage@wallis.ch,Rue de l'hôpital 14,IT,1985
911,Arolla_admin,mail_arolla@wallis.ch,Industriestrasse 62,FR,1986
912,Mâche_admin,mail_mâche@wallis.ch,Winkelriedstrasse 93,FR,1987
913,Hérémence_admin,mail_hérémence@wallis.ch,Place de l'hôtel 14,DE,1987
914,Les_Collons_admin,mail_les_collons@wallis.ch,Bärenplatz 77,IT,1988
915,Thyon_admin,mail_thyon@wallis.ch,Zürcherstrasse 43,FR,1988
916,Arvillard_(Salins)_admin,mail_arvillard_(salins)@wallis.ch,Marktplatz 16,FR,1991
917,Pravidondaz_(Salins)_admin,mail_pravidondaz_(salins)@wallis.ch,Morgartenstrasse 52,FR,1991
918,Turin_(Salins)_admin,mail_turin_(salins)@wallis.ch,Piazza Riforma 78,FR,1991
919,Misériez_(Salins)_admin,mail_misériez_(salins)@wallis.ch,Rue de la Croix-Rouge 60,IT,1991
920,Salins_admin,mail_salins@wallis.ch,Morgartenstrasse 77,FR,1991
921,Les_Agettes_admin,mail_les_agettes@wallis.ch,Via Trevano 32,FR,1992
922,Les_Mayens-de-Sion_admin,mail_les_mayens-de-sion@wallis.ch,Poststrasse 90,DE,1992
923,La_Vernaz (Les Agettes)_admin,mail_la_vernaz (les agettes)@wallis.ch,Rue de l'hôpital 35,IT,1992
924,Crête-à-l'Oeil(Les_Agettes)_admin,mail_crête-à-l'oeil(les_agettes)@wallis.ch,Marktgasse 12,FR,1992
925,Clèbes_(Nendaz)_admin,mail_clèbes_(nendaz)@wallis.ch,Poststrasse 16,FR,1993
926,Veysonnaz_admin,mail_veysonnaz@wallis.ch,Place de l'hôtel 52,IT,1993
927,Aproz_(Nendaz)_admin,mail_aproz_(nendaz)@wallis.ch,Hirschengraben 88,DE,1994
928,Fey_(Nendaz)_admin,mail_fey_(nendaz)@wallis.ch,Piazza Riforma 3,IT,1996
929,Beuson_(Nendaz)_admin,mail_beuson_(nendaz)@wallis.ch,Rue de l'hôpital 30,DE,1996
930,Baar_(Nendaz)_admin,mail_baar_(nendaz)@wallis.ch,Place de l'hôtel 85,IT,1996
931,Brignon_(Nendaz)_admin,mail_brignon_(nendaz)@wallis.ch,Zürcherstrasse 94,IT,1996
932,Bioley-de-Brignon_(Nendaz)_admin,mail_bioley-de-brignon_(nendaz)@wallis.ch,Winkelriedstrasse 93,IT,1996
933,Bieudron_(Nendaz)_admin,mail_bieudron_(nendaz)@wallis.ch,Poststrasse 45,FR,1996
934,Condémines_(Nendaz)_admin,mail_condémines_(nendaz)@wallis.ch,Marktplatz 57,IT,1996
935,Saclentz_(Nendaz)_admin,mail_saclentz_(nendaz)@wallis.ch,Marktgasse 65,FR,1996
936,Basse-Nendaz_admin,mail_basse-nendaz@wallis.ch,Piazza Riforma 3,IT,1996
937,Siviez_(Nendaz)_admin,mail_siviez_(nendaz)@wallis.ch,Morgartenstrasse 15,FR,1997
938,Haute-Nendaz_admin,mail_haute-nendaz@wallis.ch,Usterstrasse 4,DE,1997
939,Neuchâtel_admin,mail_neuchâtel@neuenburg.ch,Industriestrasse 69,IT,2000
940,Auvernier_admin,mail_auvernier@neuenburg.ch,Usterstrasse 72,FR,2012
941,Colombier_NE_admin,mail_colombier_ne@neuenburg.ch,Marktplatz 55,IT,2013
942,Bôle_admin,mail_bôle@neuenburg.ch,Morgartenstrasse 57,IT,2014
943,Areuse_admin,mail_areuse@neuenburg.ch,Zürcherstrasse 49,FR,2015
944,Cortaillod_admin,mail_cortaillod@neuenburg.ch,Usterstrasse 35,DE,2016
945,Boudry_admin,mail_boudry@neuenburg.ch,Place de l'hôtel 96,DE,2017
946,Chambrelien_admin,mail_chambrelien@neuenburg.ch,Werdstrasse 9,DE,2019
947,Rochefort_admin,mail_rochefort@neuenburg.ch,Rue du Château 10,DE,2019
948,Bevaix_admin,mail_bevaix@neuenburg.ch,Place de l'hôtel 18,FR,2022
949,Gorgier_admin,mail_gorgier@neuenburg.ch,Poststrasse 76,IT,2023
950,St-Aubin-Sauges_admin,mail_st-aubin-sauges@neuenburg.ch,Bahnhofstrasse 100,DE,2024
951,Chez-le-Bart_admin,mail_chez-le-bart@neuenburg.ch,Marktplatz 28,DE,2025
952,Montalchez_admin,mail_montalchez@neuenburg.ch,Hirschengraben 11,DE,2027
953,Fresens_admin,mail_fresens@neuenburg.ch,Via Trevano 96,IT,2027
954,Vaumarcus_admin,mail_vaumarcus@neuenburg.ch,Rue de l'hôpital 6,IT,2028
955,Peseux_admin,mail_peseux@neuenburg.ch,Bärenplatz 50,FR,2034
956,Corcelles_NE_admin,mail_corcelles_ne@neuenburg.ch,Marktplatz 58,DE,2035
957,Cormondrèche_admin,mail_cormondrèche@neuenburg.ch,Marktgasse 81,IT,2036
958,Montmollin_admin,mail_montmollin@neuenburg.ch,Piazza Riforma 79,FR,2037
959,Montezillon_admin,mail_montezillon@neuenburg.ch,Rue de la Croix-Rouge 30,FR,2037
960,Valangin_admin,mail_valangin@neuenburg.ch,Marktplatz 9,FR,2042
961,Boudevilliers_admin,mail_boudevilliers@neuenburg.ch,Usterstrasse 17,DE,2043
962,Fontaines_NE_admin,mail_fontaines_ne@neuenburg.ch,Rue de l'hôpital 68,DE,2046
963,La_Vue-des-Alpes_admin,mail_la_vue-des-alpes@neuenburg.ch,Usterstrasse 4,DE,2052
964,Fontainemelon_admin,mail_fontainemelon@neuenburg.ch,Rue de la Croix-Rouge 35,FR,2052
965,Cernier_admin,mail_cernier@neuenburg.ch,Rue de l'hôpital 4,FR,2053
966,Les_Vieux-Prés_admin,mail_les_vieux-prés@neuenburg.ch,Marktgasse 52,DE,2054
967,Chézard-St-Martin_admin,mail_chézard-st-martin@neuenburg.ch,Hirschengraben 5,IT,2054
968,Dombresson_admin,mail_dombresson@neuenburg.ch,Via Trevano 73,FR,2056
969,Villiers_admin,mail_villiers@neuenburg.ch,Marktgasse 94,FR,2057
970,Le_Pâquier NE_admin,mail_le_pâquier ne@neuenburg.ch,Morgartenstrasse 77,DE,2058
971,Engollon_admin,mail_engollon@neuenburg.ch,Marktgasse 94,FR,2063
972,Fenin_admin,mail_fenin@neuenburg.ch,Dufourstrasse 76,FR,2063
973,Saules_admin,mail_saules@neuenburg.ch,Piazza Riforma 5,IT,2063
974,Vilars_NE_admin,mail_vilars_ne@neuenburg.ch,Rue de la Croix-Rouge 48,IT,2063
975,Savagnier_admin,mail_savagnier@neuenburg.ch,Industriestrasse 76,IT,2065
976,Chaumont_admin,mail_chaumont@neuenburg.ch,Zürcherstrasse 95,FR,2067
977,Hauterive_NE_admin,mail_hauterive_ne@neuenburg.ch,Bahnhofstrasse 76,DE,2068
978,St-Blaise_admin,mail_st-blaise@neuenburg.ch,Werdstrasse 82,DE,2072
979,Enges_admin,mail_enges@neuenburg.ch,Piazza Riforma 94,FR,2073
980,Marin-Epagnier_admin,mail_marin-epagnier@neuenburg.ch,Via Trevano 97,DE,2074
981,Thielle_admin,mail_thielle@neuenburg.ch,Place de l'hôtel 97,FR,2075
982,Wavre_admin,mail_wavre@neuenburg.ch,Marktgasse 1,DE,2075
983,Cornaux_NE_admin,mail_cornaux_ne@neuenburg.ch,Winkelriedstrasse 18,FR,2087
984,Cressier_NE_admin,mail_cressier_ne@neuenburg.ch,Marktplatz 36,IT,2088
985,Noiraigue_admin,mail_noiraigue@neuenburg.ch,Morgartenstrasse 49,FR,2103
986,Travers_admin,mail_travers@neuenburg.ch,Industriestrasse 48,IT,2105
987,Couvet_admin,mail_couvet@neuenburg.ch,Poststrasse 56,FR,2108
988,Môtiers_NE_admin,mail_môtiers_ne@neuenburg.ch,Tellstrasse 98,FR,2112
989,Boveresse_admin,mail_boveresse@neuenburg.ch,Marktplatz 65,FR,2113
990,Fleurier_admin,mail_fleurier@neuenburg.ch,Rue de l'hôpital 79,FR,2114
991,Buttes_admin,mail_buttes@neuenburg.ch,Zürcherstrasse 10,DE,2115
992,Mont-de-Buttes_admin,mail_mont-de-buttes@neuenburg.ch,Hirschengraben 36,DE,2116
993,La_Côte-aux-Fées_admin,mail_la_côte-aux-fées@neuenburg.ch,Tellstrasse 43,FR,2117
994,St-Sulpice_NE_admin,mail_st-sulpice_ne@neuenburg.ch,Marktplatz 59,IT,2123
995,Les_Sagnettes_admin,mail_les_sagnettes@neuenburg.ch,Rue de l'hôpital 50,IT,2124
996,Les_Verrières_admin,mail_les_verrières@neuenburg.ch,Piazza Riforma 1,FR,2126
997,Les_Bayards_admin,mail_les_bayards@neuenburg.ch,Hirschengraben 20,DE,2127
998,Champ-du-Moulin_admin,mail_champ-du-moulin@neuenburg.ch,Werdstrasse 98,IT,2149
999,Fretereules_admin,mail_fretereules@neuenburg.ch,Morgartenstrasse 100,DE,2149
1000,Brot-Dessous_admin,mail_brot-dessous@neuenburg.ch,Usterstrasse 91,DE,2149
1001,Les_Geneveys-sur-Coffrane_admin,mail_les_geneveys-sur-coffrane@neuenburg.ch,Zürcherstrasse 42,FR,2206
1002,Coffrane_admin,mail_coffrane@neuenburg.ch,Bärenplatz 57,FR,2207
1003,Les_Hauts-Geneveys_admin,mail_les_hauts-geneveys@neuenburg.ch,Usterstrasse 16,DE,2208
1004,La_Chaux-de-Fonds_admin,mail_la_chaux-de-fonds@neuenburg.ch,Rue de l'hôpital 9,IT,2300
1005,La_Cibourg_admin,mail_la_cibourg@neuenburg.ch,Via Trevano 38,IT,2300
1006,La_Sagne NE_admin,mail_la_sagne ne@neuenburg.ch,Dufourstrasse 11,DE,2314
1007,Petit-Martel_admin,mail_petit-martel@neuenburg.ch,Dufourstrasse 84,FR,2316
1008,Les_Ponts-de-Martel_admin,mail_les_ponts-de-martel@neuenburg.ch,Hirschengraben 57,FR,2316
1009,Brot-Plamboz_admin,mail_brot-plamboz@neuenburg.ch,Piazza Riforma 91,DE,2318
1010,Le_Crêt-du-Locle_admin,mail_le_crêt-du-locle@neuenburg.ch,Usterstrasse 22,IT,2322
1011,Les_Planchettes_admin,mail_les_planchettes@neuenburg.ch,Rue de la Croix-Rouge 44,FR,2325
1012,Les_Joux-Derrière_admin,mail_les_joux-derrière@neuenburg.ch,Werdstrasse 54,DE,2325
1013,La_Cibourg_admin,mail_la_cibourg@bern.ch,Winkelriedstrasse 4,DE,2300
1014,La_Ferrière_admin,mail_la_ferrière@bern.ch,Winkelriedstrasse 70,DE,2333
1015,Les_Bois_admin,mail_les_bois@jura.ch,Dufourstrasse 21,DE,2336
1016,Les_Emibois_admin,mail_les_emibois@jura.ch,Piazza Riforma 82,IT,2338
1017,Muriaux_admin,mail_muriaux@jura.ch,Bahnhofstrasse 1,FR,2338
1018,Le_Noirmont_admin,mail_le_noirmont@jura.ch,Industriestrasse 46,FR,2340
1019,Le_Cerneux-Veusil_admin,mail_le_cerneux-veusil@jura.ch,Tellstrasse 25,IT,2345
1020,La_Chaux-des-Breuleux_admin,mail_la_chaux-des-breuleux@jura.ch,Rue de l'hôpital 89,DE,2345
1021,Les_Breuleux_admin,mail_les_breuleux@jura.ch,Poststrasse 82,IT,2345
1022,Saignelégier_admin,mail_saignelégier@jura.ch,Rue de la Croix-Rouge 89,DE,2350
1023,Les_Pommerats_admin,mail_les_pommerats@jura.ch,Piazza Riforma 63,FR,2353
1024,Goumois_admin,mail_goumois@jura.ch,Werdstrasse 29,FR,2354
1025,Le_Bémont_admin,mail_le_bémont@jura.ch,Rue de l'hôpital 81,IT,2360
1026,Montfavergier_admin,mail_montfavergier@jura.ch,Hirschengraben 13,FR,2362
1027,Montfaucon_admin,mail_montfaucon@jura.ch,Winkelriedstrasse 24,IT,2362
1028,Les_Enfers_admin,mail_les_enfers@jura.ch,Hirschengraben 37,IT,2363
1029,St-Brais_admin,mail_st-brais@jura.ch,Tellstrasse 25,DE,2364
1030,Le_Prévoux_admin,mail_le_prévoux@neuenburg.ch,Usterstrasse 41,DE,2400
1031,Le_Locle_admin,mail_le_locle@neuenburg.ch,Poststrasse 31,DE,2400
1032,La_Chaux-du-Milieu_admin,mail_la_chaux-du-milieu@neuenburg.ch,Place de l'hôtel 14,DE,2405
1033,Le_Brouillet_admin,mail_le_brouillet@neuenburg.ch,Tellstrasse 62,DE,2406
1034,Les_Taillères_admin,mail_les_taillères@neuenburg.ch,Usterstrasse 66,DE,2406
1035,La_Châtagne_admin,mail_la_châtagne@neuenburg.ch,Morgartenstrasse 6,IT,2406
1036,La_Brévine_admin,mail_la_brévine@neuenburg.ch,Piazza Riforma 20,IT,2406
1037,Le_Cerneux-Péquignot_admin,mail_le_cerneux-péquignot@neuenburg.ch,Marktplatz 61,DE,2414
1038,Les_Brenets_admin,mail_les_brenets@neuenburg.ch,Dufourstrasse 43,DE,2416
1039,Biel/Bienne_admin,mail_biel/bienne@bern.ch,Industriestrasse 58,DE,2500
1040,Tüscherz-Alfermée_admin,mail_tüscherz-alfermée@bern.ch,Industriestrasse 47,DE,2512
1041,Twann_admin,mail_twann@bern.ch,Usterstrasse 66,IT,2513
1042,Ligerz_admin,mail_ligerz@bern.ch,Rue de la Croix-Rouge 51,FR,2514
1043,Prêles_admin,mail_prêles@bern.ch,Werdstrasse 95,IT,2515
1044,Lamboing_admin,mail_lamboing@bern.ch,Bahnhofstrasse 34,IT,2516
1045,Diesse_admin,mail_diesse@bern.ch,Hirschengraben 100,DE,2517
1046,Nods_admin,mail_nods@bern.ch,Tellstrasse 72,DE,2518
1047,La_Neuveville_admin,mail_la_neuveville@bern.ch,Marktgasse 84,FR,2520
1048,Lignières_admin,mail_lignières@neuenburg.ch,Werdstrasse 56,DE,2523
1049,Le_Landeron_admin,mail_le_landeron@neuenburg.ch,Poststrasse 80,DE,2525
1050,Magglingen/Macolin_admin,mail_magglingen/macolin@bern.ch,Tellstrasse 33,IT,2532
1051,Evilard_admin,mail_evilard@bern.ch,Via Trevano 12,DE,2533
1052,Les_Prés-d'Orvin_admin,mail_les_prés-d'orvin@bern.ch,Piazza Riforma 23,DE,2534
1053,Orvin_admin,mail_orvin@bern.ch,Zürcherstrasse 18,IT,2534
1054,Frinvillier_admin,mail_frinvillier@bern.ch,Marktgasse 99,DE,2535
1055,Plagne_admin,mail_plagne@bern.ch,Bahnhofstrasse 22,DE,2536
1056,Vauffelin_admin,mail_vauffelin@bern.ch,Morgartenstrasse 48,FR,2537
1057,Romont_BE_admin,mail_romont_be@bern.ch,Place de l'hôtel 84,DE,2538
1058,Grenchen_admin,mail_grenchen@solothurn.ch,Dufourstrasse 58,DE,2540
1059,Pieterlen_admin,mail_pieterlen@bern.ch,Zürcherstrasse 55,FR,2542
1060,Lengnau_BE_admin,mail_lengnau_be@bern.ch,Industriestrasse 33,FR,2543
1061,Bettlach_admin,mail_bettlach@solothurn.ch,Marktgasse 48,FR,2544
1062,Selzach_admin,mail_selzach@solothurn.ch,Piazza Riforma 61,DE,2545
1063,Orpund_admin,mail_orpund@bern.ch,Industriestrasse 95,DE,2552
1064,Safnern_admin,mail_safnern@bern.ch,Rue du Château 63,FR,2553
1065,Meinisberg_admin,mail_meinisberg@bern.ch,Tellstrasse 67,FR,2554
1066,Brügg_BE_admin,mail_brügg_be@bern.ch,Winkelriedstrasse 30,IT,2555
1067,Scheuren_admin,mail_scheuren@bern.ch,Bahnhofstrasse 32,DE,2556
1068,Schwadernau_admin,mail_schwadernau@bern.ch,Industriestrasse 86,IT,2556
1069,Studen_BE_admin,mail_studen_be@bern.ch,Hirschengraben 90,IT,2557
1070,Aegerten_admin,mail_aegerten@bern.ch,Place de l'hôtel 38,DE,2558
1071,Nidau_admin,mail_nidau@bern.ch,Bahnhofstrasse 12,DE,2560
1072,Port_admin,mail_port@bern.ch,Tellstrasse 79,FR,2562
1073,Ipsach_admin,mail_ipsach@bern.ch,Winkelriedstrasse 58,DE,2563
1074,Bellmund_admin,mail_bellmund@bern.ch,Zürcherstrasse 29,FR,2564
1075,Jens_admin,mail_jens@bern.ch,Industriestrasse 68,DE,2565
1076,Mörigen_admin,mail_mörigen@bern.ch,Tellstrasse 12,DE,2572
1077,Sutz_admin,mail_sutz@bern.ch,Rue du Château 19,IT,2572
1078,Hagneck_admin,mail_hagneck@bern.ch,Bahnhofstrasse 83,IT,2575
1079,Gerolfingen_admin,mail_gerolfingen@bern.ch,Usterstrasse 97,FR,2575
1080,Täuffelen_admin,mail_täuffelen@bern.ch,Poststrasse 39,FR,2575
1081,Lüscherz_admin,mail_lüscherz@bern.ch,Marktplatz 79,FR,2576
1082,Finsterhennen_admin,mail_finsterhennen@bern.ch,Werdstrasse 56,DE,2577
1083,Siselen_BE_admin,mail_siselen_be@bern.ch,Hirschengraben 37,IT,2577
1084,Péry_admin,mail_péry@bern.ch,Marktplatz 18,FR,2603
1085,La_Heutte_admin,mail_la_heutte@bern.ch,Werdstrasse 42,IT,2604
1086,Sonceboz-Sombeval_admin,mail_sonceboz-sombeval@bern.ch,Morgartenstrasse 35,DE,2605
1087,Corgémont_admin,mail_corgémont@bern.ch,Poststrasse 60,IT,2606
1088,Cortébert_admin,mail_cortébert@bern.ch,Poststrasse 91,IT,2607
1089,Montagne-de-Courtelary_admin,mail_montagne-de-courtelary@bern.ch,Usterstrasse 64,FR,2608
1090,Courtelary_admin,mail_courtelary@bern.ch,Rue de l'hôpital 4,IT,2608
1091,Mont-Soleil_admin,mail_mont-soleil@bern.ch,Industriestrasse 95,IT,2610
1092,Mont-Crosin_admin,mail_mont-crosin@bern.ch,Hirschengraben 8,IT,2610
1093,Les_Pontins_admin,mail_les_pontins@bern.ch,Rue de l'hôpital 77,DE,2610
1094,St-Imier_admin,mail_st-imier@bern.ch,Zürcherstrasse 2,DE,2610
1095,Cormoret_admin,mail_cormoret@bern.ch,Industriestrasse 20,FR,2612
1096,Villeret_admin,mail_villeret@bern.ch,Rue de l'hôpital 14,FR,2613
1097,Montagne-de-Sonvilier_admin,mail_montagne-de-sonvilier@bern.ch,Usterstrasse 61,IT,2615
1098,Sonvilier_admin,mail_sonvilier@bern.ch,Marktplatz 9,IT,2615
1099,Renan_BE_admin,mail_renan_be@bern.ch,Piazza Riforma 52,DE,2616
1100,Tavannes_admin,mail_tavannes@bern.ch,Bahnhofstrasse 39,DE,2710
1101,Le_Fuet_admin,mail_le_fuet@bern.ch,Zürcherstrasse 32,FR,2712
1102,Bellelay_admin,mail_bellelay@bern.ch,Dufourstrasse 81,IT,2713
1103,Le_Prédame_admin,mail_le_prédame@jura.ch,Industriestrasse 73,DE,2714
1104,Les_Genevez JU_admin,mail_les_genevez ju@jura.ch,Zürcherstrasse 100,FR,2714
1105,Monible_admin,mail_monible@bern.ch,Via Trevano 83,DE,2715
1106,Châtelat_admin,mail_châtelat@bern.ch,Werdstrasse 69,FR,2715
1107,Sornetan_admin,mail_sornetan@bern.ch,Zürcherstrasse 44,FR,2716
1108,Fornet-Dessous_admin,mail_fornet-dessous@bern.ch,Marktplatz 7,IT,2717
1109,Rebévelier_admin,mail_rebévelier@bern.ch,Rue de la Croix-Rouge 52,IT,2717
1110,Fornet-Dessus_admin,mail_fornet-dessus@jura.ch,Industriestrasse 78,DE,2718
1111,Lajoux_JU_admin,mail_lajoux_ju@jura.ch,Rue de la Croix-Rouge 35,IT,2718
1112,La_Tanne_admin,mail_la_tanne@bern.ch,Morgartenstrasse 60,DE,2720
1113,Tramelan_admin,mail_tramelan@bern.ch,Poststrasse 82,FR,2720
1114,Les_Reussilles_admin,mail_les_reussilles@bern.ch,Werdstrasse 13,DE,2722
1115,Mont-Tramelan_admin,mail_mont-tramelan@bern.ch,Morgartenstrasse 7,FR,2723
1116,Saicourt_admin,mail_saicourt@bern.ch,Rue du Château 7,DE,2732
1117,Saules_BE_admin,mail_saules_be@bern.ch,Place de l'hôtel 59,IT,2732
1118,Loveresse_admin,mail_loveresse@bern.ch,Hirschengraben 74,DE,2732
1119,Reconvilier_admin,mail_reconvilier@bern.ch,Dufourstrasse 57,IT,2732
1120,Pontenet_admin,mail_pontenet@bern.ch,Bärenplatz 19,IT,2733
1121,Bévilard_admin,mail_bévilard@bern.ch,Poststrasse 53,FR,2735
1122,Champoz_admin,mail_champoz@bern.ch,Hirschengraben 70,FR,2735
1123,Malleray_admin,mail_malleray@bern.ch,Poststrasse 59,DE,2735
1124,Sorvilier_admin,mail_sorvilier@bern.ch,Industriestrasse 9,FR,2736
1125,Court_admin,mail_court@bern.ch,Rue de l'hôpital 8,DE,2738
1126,Moutier_admin,mail_moutier@bern.ch,Via Trevano 82,DE,2740
1127,Perrefitte_admin,mail_perrefitte@bern.ch,Usterstrasse 81,DE,2742
1128,Eschert_admin,mail_eschert@bern.ch,Winkelriedstrasse 7,IT,2743
1129,Belprahon_admin,mail_belprahon@bern.ch,Bärenplatz 85,IT,2744
1130,Grandval_admin,mail_grandval@bern.ch,Tellstrasse 3,IT,2745
1131,Crémines_admin,mail_crémines@bern.ch,Morgartenstrasse 5,DE,2746
1132,Seehof_admin,mail_seehof@bern.ch,Via Trevano 35,FR,2747
1133,Corcelles_BE_admin,mail_corcelles_be@bern.ch,Via Trevano 50,IT,2747
1134,Souboz_admin,mail_souboz@bern.ch,Zürcherstrasse 38,FR,2748
1135,Les_Ecorcheresses_admin,mail_les_ecorcheresses@bern.ch,Hirschengraben 5,FR,2748
1136,Roches_BE_admin,mail_roches_be@bern.ch,Hirschengraben 56,FR,2762
1137,Delémont_admin,mail_delémont@jura.ch,Bärenplatz 74,IT,2800
1138,Develier_admin,mail_develier@jura.ch,Industriestrasse 100,IT,2802
1139,Bourrignon_admin,mail_bourrignon@jura.ch,Place de l'hôtel 19,DE,2803
1140,Soyhières_admin,mail_soyhières@jura.ch,Morgartenstrasse 5,IT,2805
1141,Mettembert_admin,mail_mettembert@jura.ch,Werdstrasse 57,IT,2806
1142,Lucelle_admin,mail_lucelle@jura.ch,Rue du Château 44,FR,2807
1143,Pleigne_admin,mail_pleigne@jura.ch,Via Trevano 95,IT,2807
1144,Movelier_admin,mail_movelier@jura.ch,Via Trevano 76,DE,2812
1145,Ederswiler_admin,mail_ederswiler@jura.ch,Rue de l'hôpital 8,FR,2813
1146,Roggenburg_admin,mail_roggenburg@basel-landschaft.ch,Poststrasse 87,FR,2814
1147,Courroux_admin,mail_courroux@jura.ch,Rue du Château 20,IT,2822
1148,Courcelon_admin,mail_courcelon@jura.ch,Dufourstrasse 71,DE,2823
1149,Vicques_admin,mail_vicques@jura.ch,Bahnhofstrasse 54,DE,2824
1150,Courchapoix_admin,mail_courchapoix@jura.ch,Via Trevano 18,IT,2825
1151,Corban_admin,mail_corban@jura.ch,Rue de l'hôpital 53,DE,2826
1152,Schelten_admin,mail_schelten@bern.ch,Place de l'hôtel 97,IT,2827
1153,Mervelier_admin,mail_mervelier@jura.ch,Poststrasse 60,DE,2827
1154,Montsevelier_admin,mail_montsevelier@jura.ch,Marktgasse 99,FR,2828
1155,Vermes_admin,mail_vermes@jura.ch,Via Trevano 23,IT,2829
1156,Vellerat_admin,mail_vellerat@jura.ch,Usterstrasse 31,FR,2830
1157,Courrendlin_admin,mail_courrendlin@jura.ch,Via Trevano 65,FR,2830
1158,Rebeuvelier_admin,mail_rebeuvelier@jura.ch,Werdstrasse 61,DE,2832
1159,Rossemaison_admin,mail_rossemaison@jura.ch,Marktplatz 42,FR,2842
1160,Châtillon_JU_admin,mail_châtillon_ju@jura.ch,Bärenplatz 15,IT,2843
1161,Courtételle_admin,mail_courtételle@jura.ch,Usterstrasse 46,IT,2852
1162,Courfaivre_admin,mail_courfaivre@jura.ch,Tellstrasse 68,DE,2853
1163,Bassecourt_admin,mail_bassecourt@jura.ch,Bärenplatz 26,FR,2854
1164,Glovelier_admin,mail_glovelier@jura.ch,Morgartenstrasse 88,IT,2855
1165,Boécourt_admin,mail_boécourt@jura.ch,Bahnhofstrasse 97,FR,2856
1166,Montavon_admin,mail_montavon@jura.ch,Piazza Riforma 74,FR,2857
1167,Undervelier_admin,mail_undervelier@jura.ch,Morgartenstrasse 36,DE,2863
1168,Soulce_admin,mail_soulce@jura.ch,Rue de l'hôpital 16,FR,2864
1169,Saulcy_admin,mail_saulcy@jura.ch,Poststrasse 35,FR,2873
1170,Le_Bémont JU_admin,mail_le_bémont ju@jura.ch,Piazza Riforma 39,DE,2877
1171,St-Ursanne_admin,mail_st-ursanne@jura.ch,Zürcherstrasse 46,IT,2882
1172,Montmelon_admin,mail_montmelon@jura.ch,Zürcherstrasse 30,DE,2883
1173,Montenol_admin,mail_montenol@jura.ch,Bärenplatz 9,FR,2884
1174,Epauvillers_admin,mail_epauvillers@jura.ch,Dufourstrasse 82,FR,2885
1175,Epiquerez_admin,mail_epiquerez@jura.ch,Morgartenstrasse 82,FR,2886
1176,Soubey_admin,mail_soubey@jura.ch,Via Trevano 44,DE,2887
1177,Seleute_admin,mail_seleute@jura.ch,Usterstrasse 56,IT,2888
1178,Ocourt_admin,mail_ocourt@jura.ch,Tellstrasse 25,IT,2889
1179,Porrentruy_admin,mail_porrentruy@jura.ch,Rue du Château 37,DE,2900
1180,Fontenais_admin,mail_fontenais@jura.ch,Rue de l'hôpital 97,DE,2902
1181,Villars-sur_Fontenais_admin,mail_villars-sur_fontenais@jura.ch,Rue du Château 78,FR,2903
1182,Bressaucourt_admin,mail_bressaucourt@jura.ch,Bahnhofstrasse 32,DE,2904
1183,Courtedoux_admin,mail_courtedoux@jura.ch,Hirschengraben 59,IT,2905
1184,Chevenez_admin,mail_chevenez@jura.ch,Place de l'hôtel 13,IT,2906
1185,Rocourt_admin,mail_rocourt@jura.ch,Bahnhofstrasse 37,FR,2907
1186,Grandfontaine_admin,mail_grandfontaine@jura.ch,Zürcherstrasse 2,DE,2908
1187,Roche-d'Or_admin,mail_roche-d'or@jura.ch,Marktgasse 86,DE,2912
1188,Réclère_admin,mail_réclère@jura.ch,Place de l'hôtel 60,FR,2912
1189,Damvant_admin,mail_damvant@jura.ch,Morgartenstrasse 17,DE,2914
1190,Bure_admin,mail_bure@jura.ch,Rue du Château 82,IT,2915
1191,Fahy_admin,mail_fahy@jura.ch,Hirschengraben 53,DE,2916
1192,Courchavon_admin,mail_courchavon@jura.ch,Via Trevano 94,FR,2922
1193,Courtemaîche_admin,mail_courtemaîche@jura.ch,Place de l'hôtel 33,FR,2923
1194,Montignez_admin,mail_montignez@jura.ch,Winkelriedstrasse 88,DE,2924
1195,Buix_admin,mail_buix@jura.ch,Winkelriedstrasse 13,DE,2925
1196,Boncourt_admin,mail_boncourt@jura.ch,Poststrasse 33,FR,2926
1197,Coeuve_admin,mail_coeuve@jura.ch,Werdstrasse 82,DE,2932
1198,Damphreux_admin,mail_damphreux@jura.ch,Winkelriedstrasse 16,IT,2933
1199,Lugnez_admin,mail_lugnez@jura.ch,Industriestrasse 56,DE,2933
1200,Beurnevésin_admin,mail_beurnevésin@jura.ch,Bahnhofstrasse 59,DE,2935
1201,Alle_admin,mail_alle@jura.ch,Tellstrasse 15,IT,2942
1202,Vendlincourt_admin,mail_vendlincourt@jura.ch,Bahnhofstrasse 59,FR,2943
1203,Bonfol_admin,mail_bonfol@jura.ch,Marktgasse 29,DE,2944
1204,Miécourt_admin,mail_miécourt@jura.ch,Zürcherstrasse 64,DE,2946
1205,Charmoille_admin,mail_charmoille@jura.ch,Usterstrasse 76,FR,2947
1206,Courtemautruy_admin,mail_courtemautruy@jura.ch,Morgartenstrasse 46,FR,2950
