ID,type,community_ID,latitude,longitude,PLZ,Ort,Adresse,Nr,Kanton,Ort_Beschreibung,Bemerkung,Zuständigkeit
119,1,1877,47.45281689999999,7.7391165,4416,Bubendorf,Sonneckstrasse,17,Basel-Landschaft,"frei zugänglich, rechts von Windfang Haupteingang Sporthalle",---,Einwohnergemeinde Bubendorf
120,1,1895,47.3500635,7.7684162,4438,Langenbruck,Kräheggweg,1,Basel-Landschaft,die Defigruppe der Feuerwehr muss über den Notruf aufgeboten werden, ,Feuerwehr Langenbruck
121,1,1872,47.4634271,7.720655099999999,4411,Seltisberg,Liestalerstrasse,5,Basel-Landschaft,"Rechte Gebäudeseite, beim Hintereingang",Keine,"Gemeinde Seltisberg, Liestalerstrasse 4, 4411 Seltisberg"
122,1,1798,47.522706,7.567991299999999,4103,Bottmingen,Burggartenstrasse,15,Basel-Landschaft,Sanitätsraum,nur während Öffnungszeiten zugänglich,Gartenbad beim Schloss Bottmingen
123,1,1798,47.5239232,7.568831199999999,4103,Bottmingen,Burggartenstrasse,1,Basel-Landschaft,"Hallenbad, Sanitätsraum",nur während Öffnungszeiten zugänglich,Gemeinde Bottmingen
124,1,1815,47.5526087,7.6248977,4127,Birsfelden,Hardstrasse,21,Basel-Landschaft,"Im Eingangsbereich des Haupteinganges (Hochparterre), vis-à-vis Schalter Stadtbüro; Standort ausgeschildert",Nur während Öffnungszeiten der Gemeindeverwaltung,"Gemeinde Birsfelden
Arbeitssicherheit und Gesundheitsschutz
Hardstrasse 21
4127 Birsfelden"
125,1,1903,47.39791,7.85718,4448,Läufelfingen,Eichhaldenweg,4,Basel-Landschaft,Neben Eingang MZH,07:30 Uhr - 22:00 Uhr,Einwohnergemeinde Läufelfingen
126,1,1811,47.5526962,7.546185500000001,4123,Allschwil,Baslerstrasse,111,Basel-Landschaft,Eingangshalle links beim Lift,"Mo: 7.00 - 19.00 Uhr / Di: 8.00 -11.45 Uhr / Mi: 8.00 - 11.45, 14.00 - 17.00Uhr / Do: 8.00 - 11.45 Uhr / Fr: 8.00 - 11.45, 14.00 - 17.00 Uhr",Einwohnergemeinde Allschwil
127,1,1811,47.5554573,7.5553098,4123,Allschwil,Muesmattweg,6,Basel-Landschaft,Hallenbad beim Bademeister,nur während Öffnungszeiten Hallenbad zugänglich,Einwohnergemeinde Allschwil
128,1,1811,47.5504864,7.5449795,4123,Allschwil,Lettenweg,32,Basel-Landschaft,Eingangshalle beim Saal,nur während Öffnungszeiten Schulhauses zugänglich,Einwohnergemeinde Allschwil
129,1,1800,47.50526010000001,7.5160883,4105,Biel-Benken,Mühlegasse, ,Basel-Landschaft,Im Eingangsbereich des Schlössli,so lange die Türe geöffnet ist,Gemeinde Biel-Benken
130,1,1870,47.5027885,7.7191242,4402,Frenkendorf,Bahnweg,4,Basel-Landschaft,Zurückversetzter Neubau. Beim Empfang am Eingang melden.,"Montag-Freitag 06:00-23:30
Wochenende und Feiertage 07:00-23:30",Verein für Sozialpsychiatrie
131,1,1818,47.5140979,7.622645299999999,4142,Münchenstein,Pfarrgasse,7,Basel-Landschaft,"EG , Mitarbeiterbüro", ,"Verein für Sozialpsychiatrie , Wohnhaus Vulpun"
132,1,1800,47.51078400000001,7.525663399999999,4105,Biel-Benken,In den Kleematten,13,Basel-Landschaft,Privathaus,je nach Anwesenheit,Edwin Lüönd
133,1,1800,47.50830699999999,7.521766400000001,4105,Biel-Benken,Friedrich-Oser Strasse, ,Basel-Landschaft,Feuerwehrmagazin - FW-Auto Saturn,Alarmierung über 118,Gemeinde - Feuerwehr Biel-Benken
134,1,1826,47.4523291,7.606294500000001,4202,Duggingen,Kirchstrasse,17,Basel-Landschaft, , ,Gemeinde Duggingen
135,1,1816,47.5231712,7.648703500000001,4132,Muttenz,Breitestrasse,15,Basel-Landschaft,Besammlungsplatz Friedhof, ,Gemeinde Muttenz
136,1,1816,47.5304802,7.651651099999999,4132,Muttenz,Bizenenstrasse,29,Basel-Landschaft,Fahrzeughalle Werkhof Gemeinde Muttenz,Nur während der Arbeitszeit,Gemeinde Muttenz
137,1,1816,47.5306307,7.632409699999999,4132,Gemeinde Muttenz,Sandgrubenweg,10,Basel-Landschaft,Eingangsbereich Garderoben Sportplatz Margelacker,Nur bei Aktivitäten auf dem Sportplatz,Gemeinde Muttenz
138,1,1816,47.5306307,7.632409699999999,4132,Muttenz,Sandgrubenweg,10,Basel-Landschaft,Eingangsbereich Garderoben Sportplatz Margelacker,Nur bei Aktivitäten auf dem Sportplatz,Gemeinde Muttenz
139,1,1880,47.4462047,7.695169699999999,4419,Lupsingen,Liestalerstrasse,14,Basel-Landschaft,Rechts neben dem Eingang der Gemeindeverwaltung an der nordöstlichen Fassadenecke.,frei zugänglich,Einwohnergemeinde Lupsingen
140,1,1833,47.4504879,7.5187716,4223,Blauen,Dorfstrasse,15,Basel-Landschaft,An der Aussenwand vom Gemeindehaus (beim ehemaligen FW-Magazin),keine,Einwohnergemeinde Blauen
141,1,1871,47.4773637,7.740190399999999,4410,Liestal,Gitterlistrasse,5b,Basel-Landschaft,"Foyer (Eingangsbereich) Sporthalle Frenke, vor Treppenabgang rechts in 1.Untergeschoss.","Montag-Freitag 05.00 Uhr - 22.00 Uhr
(Ausgenommen Schulferien und Feiertage)
Am Wochenende nur während Veranstaltungen geöffnet","Stadt Liestal
Abteilung Sicherheit 
Rathausstrasse 36
4410 Liestal"
142,1,1910,47.4129908,7.811855100000001,4457,Diegten,Känerkinderstrasse,4,Basel-Landschaft,"Haupteingang Turnhalle, in den ersten OG. gehen, Wand rechts",keine bekannte,Gemeinde Diegten
143,1,1870,47.4987448,7.7181882,4402,Frenkendorf,Bächliackerweg,4,Basel-Landschaft,"1 im Büro
1 in Logistik",07.00 - 17.00,"Debrunner Acifer AG
Bächliackerweg 4
4402 Frenkendorf"
144,1,1812,47.5364769,7.501414199999999,4124,Schönenbuch,Zollstrasse,5,Basel-Landschaft,Mehrzweckhalle,Keine,"Gemeinde Schönenbuch, Marcel Friederich"
145,1,1847,47.4013784,7.5159352,4246,Wahlen,Laufenstrasse,2,Basel-Landschaft, , ,Einwohnergemeinde Wahlen
146,1,1847,47.394982,7.506457999999999,4246,Wahlen,Turnplatzweg,2,Basel-Landschaft,In der Turnhalle,Nur zugänglich während dem Turnbetrieb!,Einwohnergemeinde Wahlen
147,1,1871,47.482039,7.744250099999999,4410,Liestal,Militärstrasse,14,Basel-Landschaft,"Zwei AED's sind im Sanitätsraum des Hallen- und Gartenbad stationiert. 
Haupteingang des Hallenbades benutzen und Kassafrau kontaktieren.
","nur bei Öffnung des Hallenbades 
Mo-Fr von 06.00-21.00h
Sa+So von 08.00-17.00h",Sport- und Volksbad Gitterli AG
148,1,1871,47.482039,7.744250099999999,4410,Liestal,Militärstrasse,14,Basel-Landschaft,Eingang Hallenbad. Zwei AED's sind im Sanitätsraum des Hallen- und Gartenbades stationiert. Kontaktieren Sie direkt die Kassafrau.,"Öffnungszeiten Hallenbad:
Mo-Fr: 06.00-21.00h
Sa+So: 08.00-17.00h",Sport- und Volksbad Gitterli AG
149,1,1896,47.4549205,7.831283899999999,4441,Thürnen,Rebgasse,9,Basel-Landschaft,"APH Jakobushaus 
Haupteingang, im Heimcafé links","21.00 - 07.00h Haupteingang geschlossen, Glocke betätigen.",APH Jakobushaus
150,1,1811,47.5596971,7.551572199999999,4123,Allschwil,Hegenheimermattweg,150,Basel-Landschaft,"Sportanlage Bachgraben, Garderobengebäude",Ganzjährig verfügbar wenn Betrieb geöffnet. Zugänglich bei Anwesenheit Platzwart,Sportanlage Bachgraben
151,1,1797,47.5422015,7.5841153,4102,Binningen,Margarethenpark,10,Basel-Landschaft,"KEB Margarethen, Kunsteisbahn St. Margarethen Sanität
",Saisonal verfügbar wenn Betrieb geöffnet.Betriebspersonal alarmieren. Gerät befindet sich im internen Rettungsrucksack.,"KEB Margarethen, Kunsteisbahn St. Margarethen Sanität"
152,1,1818,47.53511659999999,7.609671800000001,4142,Münchenstein,Wien-Strasse,1,Basel-Landschaft,"Erdgeschoss beim Empfang Magazin
","06:00 - 16:30 (Mo-Fr)
","ETAVIS Kriegel+Schaffner AG
"
153,1,1818,47.5388161,7.619422999999999,4142,Münchenstein,Grosse Allee,1H,Basel-Landschaft,"Gartenbad St.Jakob, Gartenbad St. Jakob / Tribüne
Betriebspersonal alarmieren. Gerät befindet sich im internen Rettungsrucksack.
","Saisonal verfügbar wenn Betrieb geöffnet
","Gartenbad St.Jakob, Gartenbad St. Jakob"
154,1,1818,47.5388161,7.619422999999999,4142,Münchenstein,Grosse Allee,1A,Basel-Landschaft,"Gartenbad St.Jakob, Gartenbad St. Jakob / Fundbüro.
Betriebspersonal alarmieren. Gerät befindet sich im internen Rettungsrucksack.
","Saisonal verfügbar wenn Betrieb geöffnet
","Gartenbad St.Jakob, Gartenbad St. Jakob"
155,1,1818,47.5388161,7.619422999999999,4142,Münchenstein,Grosse Allee,1A,Basel-Landschaft,"Gartenbad St.Jakob, Gartenbad St. Jakob Schiebetorraum / Kästli-Gebäude.
Betriebspersonal alarmieren. Gerät befindet sich im internen Rettungsrucksack.
","Saisonal verfügbar wenn Betrieb geöffnet
","Gartenbad St.Jakob, Gartenbad St. Jakob"
156,1,1818,47.5301898,7.6096073,4142,Münchenstein,Genuastrasse,6,Basel-Landschaft,"Atelier 6 (Einlass über Klingel)
","08:00 - 17:00 (Mo-Fr)
","Historisches Museum Basel
"
157,1,1794,47.5484185,7.610165400000001,4052,Basel,Kleine Allee,6,Basel-Stadt,"Sportanlage St.Jakob, Betriebsgebäude
","Ganzjährig verfügbar wenn Betrieb geöffnet. Zugänglich bei Anwesenheit Platzwart

",Sportanlage St.Jakob
158,1,1818,47.5368325,7.6198384,4142,Münchenstein,Grosse Allee,20,Basel-Landschaft,"Sportanlage St.Jakob, Garderobengebäude A+B","Ganzjährig verfügbar wenn Betrieb geöffnet. Zugänglich bei Anwesenheit Platzwart

",Sportanlage St.Jakob
159,1,1818,47.51813110000001,7.620042300000001,4142,Münchenstein,Kleine Allee,20,Basel-Landschaft,"Sportanlage St.Jakob, Tribünengebäude im Leichtathletikstadion EG
","Ganzjährig verfügbar wenn Betrieb geöffnet. Zugänglich bei Anwesenheit Platzwart

",Sportanlage St.Jakob
160,1,1818,47.51813110000001,7.620042300000001,4142,Münchenstein,Kleine Allee,20,Basel-Landschaft,"Sportanlage St.Jakob, Tribünengebäude im Leichtathletikstadion UG","Ganzjährig verfügbar wenn Betrieb geöffnet. Zugänglich bei Anwesenheit Platzwart

",Sportanlage St.Jakob
161,1,1817,47.5304886,7.6821125,4133,Pratteln,Niderfeldstrasse,5,Basel-Landschaft,"2. Etage gegenüber Caféteria
","07:00-18.00 (Mo.-Fr.)
","DHL Freight Terminal Pratteln
"
162,1,1825,47.4897257,7.5960999,4153,Reinach,Sternenhofstrasse,15,Basel-Landschaft, , ,"AMETEK CTS GmbH
"
163,1,1797,47.5422015,7.5841153,4102,Binningen,Margarethenpark,10,Basel-Landschaft,"KEB Margarethen, Kunsteisbahn St. Margarethen, Speakerhäuschen",Saisonal verfügbar wenn Betrieb geöffnet.Betriebspersonal alarmieren. Gerät befindet sich im internen Rettungsrucksack.,"KEB Margarethen, Kunsteisbahn St. Margarethen Sanität"
164,1,1794,47.5384197,7.618926900000001,4052,Basel,Mittlere Allee,18,Basel-Stadt,Eishalle St. Jakob-Arena. Einfahrt Eismaschine zwischen Garage und Eisfeld,Ganzjährig verfügbar wenn Betrieb geöffnet,Roger Soland
165,1,1916,47.52526169999999,7.8472587,4464,Maisprach,Zeiningerstrasse,3,Basel-Landschaft,Im Eingangsbereich des Gemeindezentrums an der linken Wand, ,Gemeindeverwaltung Maisprach
166,1,1818,47.522261,7.6131403,4142,Münchenstein,Lärchenstrasse,7,Basel-Landschaft,Mo -Fr 8.00 Uhr - 17.00 Uhr,Mo -Fr 8.00 Uhr - 17.00 Uhr,HPZ Münchenstein
167,1,1870,47.5017611,7.7152065,4402,Frenkendorf,Liesdtalerstrase,2,Basel-Landschaft,Teambüro, ,"Verein für Sozialpsychiatrie, Rütihus"
168,1,1871,47.498007,7.7251645,4410,Liestal,Hammerstrasse,45,Basel-Landschaft,Besprechungszimmer 1.OG,Bürozeiten,"Verein für Sozialpsychiatrie BL, Kunstwerkstatt"
169,1,1871,47.4871592,7.7327888,4410,Liestal,Mühlemattstrasse,3,Basel-Landschaft, ,Bürozeiten,"Verein für Sozialpsychiatrie BL, Geschäftsstelle"
170,1,1871,47.4903528,7.7289317,4410,Liestal,Eichenweg,4,Basel-Landschaft, ,Bürozeiten,"Verein für Sozialpsychiatrie, Werkplatz"
171,1,1904,47.463158,7.815376199999999,4450,Sissach,Hauptstrasse,40,Basel-Landschaft,"3. Stock, Praxis Bischofstein",Während der Praxisöffnungszeiten,Dr. med. P. Meier
172,1,1871,47.4822691,7.731726999999999,4410,Liestal,Oristalstrasse,17,Basel-Landschaft,Im Eingangsbereich Schrank,während Praxisöffnungszeiten,Hausarztpraxis Dr. med. F. Friedli und M Richert
173,1,1843,47.4199253,7.499052499999999,4242,Laufen,Hinterfeldstrasse,21,Basel-Landschaft, ,jeweils von Montag - Freitag von 07.30-11.30 und 13.00-16.30 Uhr (Praxisöffnungszeiten),Corinne Küng
174,1,1894,47.3855604,7.751970099999999,4437,Waldenburg,Talweg,6,Basel-Landschaft,"In der Arztpraxis Waldenburg (im Schrank des EKG-Zimmers, im Notfallrucksack)",Nur während Öffnungszeiten der Praxis,Praxis Waldenburg Dr. A. Früh
175,1,1818,47.5082842,7.616179499999999,4142,Münchenstein,Tramstrasse,66,Basel-Landschaft,"Im Walzwerkareal Gebäude C,  Eingang Empfang / Sekretariat des VSP benutzen.",nur während den Bürozeiten,VSP Verein für Sozialpsychiatrie
176,1,1818,47.5140979,7.622645299999999,4142,Münchenstein,Pfarrgasse,7,Basel-Landschaft,"Im Teambüro EG, bei Betreuung melden.", ,VSP Verein für Sozialpsychiatrie BL
177,1,1825,47.4898349,7.599967299999999,4153,Reinach,Bruggstrasse,91,Basel-Landschaft,"Durch Haupteingang 2 Türen, vor Eingang Speiseraum links.",ab 20.00Uhr via Pikettdienst vor Ort,VSP Verein für Sozialpsychiatrie BL
178,1,1825,47.4998067,7.5955205,4153,Reinach,Schönenbachstrasse,9,Basel-Landschaft,"Haupteingang 2 Türen, rechts an der Wand",ab 20.00 Uhr via Pikettdienst ist vor Ort,VSP Verein für Sozialpsychiatrie BL
179,1,1919,47.4611373,7.9147497,4467,Rothenfluh,Hirschengasse,84,Basel-Landschaft,"Gemeindeverwaltung
Ehemalige Telefonkabine
beim Haupteingang links", ,Einwohergemeinde Rothenfluh
180,1,1927,47.4333567,7.8836958,4497,Rünenberg,Schulstrasse,50,Basel-Landschaft,An der Hauptstrassen Seite, ,Gemeinde Rünenberg
181,1,1871,47.4871764,7.7259289,4410,Liestal,Wiedenhubstrasse,41,Basel-Landschaft,in der Praxis positioniert.,AED ist nur während den Praxisöffnungszeiten zugänglich (Mo-Fr 8-12 und 14-18h).,Dr.med. Renate Fischer
182,1,1871,47.4800131,7.7416647,4410,Liestal,Kasernenstrasse,57,Basel-Landschaft,"Sportanlage/Stadion Gitterli
Neben Eingang Garderobengebäude Seite Militärstrasse", ,Stadt Liestal
183,1,1871,47.4913588,7.7270673,4410,Liestal,Eichenweg,1,Basel-Landschaft,"Haupteingang Gebäude 1a 08-00-17:00 besetzt
",06:00 -22:00 Mo-Fr  Gebäude 1,"Cordenpharma, Betriebssanität"
184,1,1871,47.4913588,7.7270673,4410,Liestal,Eichenweg,1,Basel-Landschaft,"Haupteingang Gebäude 1a 08-00-17:00 besetzt
",06:00 -22:00 Mo-Fr  Gebäude 1,"Cordenpharma, Betriebssanität"
185,1,1816,47.5317132,7.635257699999999,4132,Muttenz,St. Jakob-Strasse,90,Basel-Landschaft,"Bei Empfang Autohaus Wederich, Donà AG melden, Defi in Direktannahme-Raum hinter Empfang",Nur während Öffnungszeiten,"Autohaus Wederich, Donà AG"
186,1,1825,47.4867075,7.5972922,4153,Reinach,Kägenstrasse,14,Basel-Landschaft,"Hinter Haupteingangstüre
von aussen Sichtbar


","Gewerbliche Betriebszeiten
","Bacher AG
Christoph Janz"
187,1,1893,47.3942199,7.748773499999999,4436,Oberdorf,Ueli Schadweg,3,Basel-Landschaft, ,während Öffnungszeiten,Movimento Physio-und Trainingstherapie GmbH
187,1,1892,47.3942199,7.748773499999999,4436,Oberdorf,Ueli Schadweg,3,Basel-Landschaft, ,während Öffnungszeiten,Movimento Physio-und Trainingstherapie GmbH
188,1,1818,47.5278111,7.6186951,4142,Münchenstein,Teichweg,5,Basel-Landschaft,"Haupteingang, im Windfang links an der Wand","Freier Zugang zwischen 07:30Uhr bis 17:00Uhr. Ausserhalb dieser Zeiten hat das anwesende Personal einen Schlüssel.
",Beschäftiguns und Wohnheim Dychrain
189,1,1906,47.4663867,7.786670099999999,4452,Itingen,Schulstrasse,7b,Basel-Landschaft,beim Haupteingang zur Mehrzweckhalle,keine,Gemeinde Itingen
190,1,1906,47.467986,7.776474700000001,4452,Itingen,Dellenbodenweg,8,Basel-Landschaft,Aussen beim Haupteingang,keine,Schaer Pharma
191,1,1835,47.4181671,7.5434693,4225,Brislach,Breitenbachstrasse,7,Basel-Landschaft,"Am Gebäude der Gemeindeverwaltung, von Aussen erreichbar (ebenso Rollstuhlgängig)",keine,Gemeindeverwaltung Brislach
192,1,1817,47.5262197,7.703811000000001,4133,Pratteln,Giebenacherstrasse,12,Basel-Landschaft,"Sportanlage Stadion Sandgruben, aussen am Garderobengebäude SO-Ecke, nach Tor im Stadion",keine,"Einwohnergemeinde Pratteln, Schlossstrasse 34, 4133 Pratteln"
193,1,1817,47.515977,7.7023602,4133,Pratteln,Erliweg,12,Basel-Landschaft,"Schulhaus Erlimatt I, Aussentreppe eine Ebene hoch (Niveau 3), links, am ersten Pfosten gedeckter Pausenplatz",keine,"Einwohnergemeinde Pratteln, Schlossstrasse 34, 4133 Pratteln"
194,1,1825,47.4881598,7.5947203,4153,Reinach,Pfeffingerstrasse,21,Basel-Landschaft,Über die Rampe rechts neben dem Bürogebäude,"07.00 - 16.30 Uhr
Montag - Freitag",Neoperl AG
195,1,1820,47.4949555,7.6200499,4144,Arlesheim,Ermitagestrasse,1,Basel-Landschaft,"Neben dem Eingang zum Laden des Werkstar 
24h Zugänglicher Kasten", ,"Almas Industries
0216370230"
196,1,1816,47.5257997,7.6369218,4132,Muttenz,Baselstrasse,89,Basel-Landschaft,Im Hallenbad Muttenz beim Bademesieter,Nur während der Öffnungszeiten,Hallenbad Muttenz
197,1,1899,47.424998,7.849127799999999,4444,Rümlingen,hohrainweg 93,Lang,Basel-Landschaft, , ,"Gemeinde
Turnhalle  AED  vor eingangstüre"
198,1,1925,47.4100421,7.901342100000001,4495,Zeglingrn,Wisenstrasse, ,Basel-Landschaft,Bei der Mehrzweckhalle, , 
199,1,1912,47.4627744,7.853216399999999,4460,Gelterkinden,Turnhallenstrasse,18,Basel-Landschaft,Im Aussenbereich vor dem Haupteingang zur oberen Mehrzweckhalle,Keine,Einwohnergemeinde Gelterkinden
200,1,1912,47.4590147,7.866325100000001,4460,Gelterkinden,Lachmattstrasse,22,Basel-Landschaft,"Hallenbad, bei der Badmeisteraufsicht","Zu den Öffnungszeiten HFG:
https://gelterkinden.ch/de/kultur-und-freizeit/hallen-freibad-gelterkinden/oeffnungszeiten-preise.php",Einwohnergemeinde Gelterkinden
201,1,1912,47.4599679,7.8595619,4460,Gelterkinden,Kippweg,1,Basel-Landschaft,"Fussballplatz Wolfstiege
EG, im Gang zwischen Clubbeiz und WC-Anlagen",Während dem Spiel- und Trainingsbetrieb des Fc Gelterkinden,Fussballclub Gelterkinden
202,1,1904,47.4641169,7.8108446,4450,Sissach,Bahnhofstrasse,1,Basel-Landschaft,"An der rechten Wand beim Hintereingang, Zugang vom Gemeindeparkplatz her.", ,Gemeindeverwaltung Sissach
203,1,1851,47.4039216,7.430001700000001,4254,Liesberg Dorf,Dorfstrasse,11,Basel-Landschaft,"Standort: Neben dem Schulhaus
frei zugänglich, in beheiztem Aussenkasten",Keine,Einwohnergemeinde Liesberg
204,1,1851,47.40241839999999,7.425377200000001,4254,Liesberg Dorf,Seemättliweg,19,Basel-Landschaft,"Beim Haupteingang zur Seemättlihalle
frei zugänglich, in beheiztem Aussenkasten",Keine,Einwohnergemeinde Liesberg
205,1,1850,47.3954403,7.421515599999999,4253,Liesberg,Riederwaldstrasse,2,Basel-Landschaft,"Nord-Fassade am Feuerwehrmagazin
frei zugänglich, in beheiztem Aussenkasten",Keine,Einwohnergemeinde Liesberg
206,1,1913,47.4634087,7.834706899999999,4461,Böckten,Weiermattstrasse,2,Basel-Landschaft,"Sichtbar von Weiermattstrasse, links von Nebeneingang an Fassade montiert",keine,Gemeinde Böckten
207,1,1912,47.4614196,7.850495899999999,4460,Gelterkinden,Balkenweg,20,Basel-Landschaft,"Das Gerät befindet sich im Parterre, nach Treppe Haupteingang 1. Türe, links, Pausenzimmer. Hinweis am Schrank.",Öffnungszeiten während Bürostunden. Feuerwehr Gelterkinden hat mit Schlüssel jederzeit Zugang.,"Evelyne Bauer Richter
Institutionsleiterin"
208,1,1823,47.4735592,7.5869681,4147,Aesch,Landskronstrasse,41,Basel-Landschaft,Eingang Küche,Bei geöffneter Anlage,Einwohnergemeinde Aesch
209,1,1823,47.4742892,7.6004604,4147,Aesch,Dornacherstrasse,43D,Basel-Landschaft,"Schulhaus Schützenmatt, 
Sockelgeschoss,Trakt D
Zugang Hallenbad/Technik",Mo - Fr 07:00 - 21:45 Uhr,Einwohnergemeinde Aesch
210,1,1823,47.4707652,7.5937616000000014,4147,Aesch,Ettingerstrasse,11,Basel-Landschaft,Haupteingang aussen,Täglich 24 h,Einwohnergemeinde Aesch
211,1,1825,47.4901286,7.594594600000001,4153,Reinach BL,Pfeffingerstrasse,1,Basel-Landschaft,In der Fahrzeughalle an der hinteren Wand,meistens ohne Einschränkung,Gemeinde Reinach Feuerwehr
212,1,1825,47.4946718,7.602012299999998,4153,Reinach BL,Mühlemattweg,24,Basel-Landschaft,Im Eingangsbereich der Schwimmbades (Kasse),Während den Öffnungszeiten des Schwimmbades,Gemeinde Reinach Schwimmbad
