ID,username,mail,language,street,PLZ
716,Clarens_admin,mail_clarens@waadt.ch,IT,Hirschengraben 45,1815
717,Chailly-Montreux_admin,mail_chailly-montreux@waadt.ch,DE,Bärenplatz 83,1816
718,Brent_admin,mail_brent@waadt.ch,IT,Werdstrasse 37,1817
719,Montreux_admin,mail_montreux@waadt.ch,FR,Hirschengraben 11,1820
720,Veytaux_admin,mail_veytaux@waadt.ch,DE,Industriestrasse 33,1820
721,Territet_admin,mail_territet@waadt.ch,DE,Rue de l'hôpital 78,1820
722,Chernex_admin,mail_chernex@waadt.ch,DE,Rue de la Croix-Rouge 49,1822
723,Glion_admin,mail_glion@waadt.ch,FR,Poststrasse 69,1823
724,Caux_admin,mail_caux@waadt.ch,FR,Via Trevano 95,1824
725,Villard-sur-Chamby_admin,mail_villard-sur-chamby@waadt.ch,IT,Hirschengraben 32,1832
726,Chamby_admin,mail_chamby@waadt.ch,DE,Marktgasse 69,1832
727,Les_Avants_admin,mail_les_avants@waadt.ch,FR,Marktplatz 92,1833
728,Villeneuve_VD_admin,mail_villeneuve_vd@waadt.ch,DE,Usterstrasse 86,1844
729,Noville_admin,mail_noville@waadt.ch,IT,Hirschengraben 30,1845
730,Chessel_admin,mail_chessel@waadt.ch,IT,Bärenplatz 45,1846
731,Rennaz_admin,mail_rennaz@waadt.ch,IT,Poststrasse 66,1847
732,Roche_VD_admin,mail_roche_vd@waadt.ch,DE,Dufourstrasse 75,1852
733,Yvorne_admin,mail_yvorne@waadt.ch,IT,Winkelriedstrasse 74,1853
734,Leysin_admin,mail_leysin@waadt.ch,IT,Bahnhofstrasse 16,1854
735,Corbeyrier_admin,mail_corbeyrier@waadt.ch,FR,Rue de l'hôpital 67,1856
736,Aigle_admin,mail_aigle@waadt.ch,IT,Bahnhofstrasse 62,1860
737,La_Comballaz_admin,mail_la_comballaz@waadt.ch,DE,Usterstrasse 18,1862
738,Les_Mosses_admin,mail_les_mosses@waadt.ch,FR,Zürcherstrasse 39,1862
739,Le_Sépey_admin,mail_le_sépey@waadt.ch,IT,Tellstrasse 1,1863
740,Vers-l'Eglise_admin,mail_vers-l'eglise@waadt.ch,DE,Piazza Riforma 20,1864
741,Les_Diablerets_admin,mail_les_diablerets@waadt.ch,DE,Dufourstrasse 1,1865
742,La_Forclaz VD_admin,mail_la_forclaz vd@waadt.ch,IT,Industriestrasse 90,1866
743,St-Triphon_admin,mail_st-triphon@waadt.ch,IT,Morgartenstrasse 52,1867
744,Panex_admin,mail_panex@waadt.ch,FR,Dufourstrasse 63,1867
745,Ollon_VD_admin,mail_ollon_vd@waadt.ch,DE,Marktgasse 43,1867
746,Collombey_admin,mail_collombey@wallis.ch,IT,Bärenplatz 71,1868
747,Massongex_admin,mail_massongex@wallis.ch,DE,Usterstrasse 53,1869
748,Monthey_admin,mail_monthey@wallis.ch,IT,Marktplatz 76,1870
749,Choëx_admin,mail_choëx@wallis.ch,IT,Rue de l'hôpital 54,1871
750,Les_Giettes_admin,mail_les_giettes@wallis.ch,DE,Bahnhofstrasse 6,1871
751,Troistorrents_admin,mail_troistorrents@wallis.ch,DE,Rue du Château 97,1872
752,Champoussin_admin,mail_champoussin@wallis.ch,IT,Industriestrasse 93,1873
753,Les_Crosets_admin,mail_les_crosets@wallis.ch,DE,Via Trevano 95,1873
754,Val-d'Illiez_admin,mail_val-d'illiez@wallis.ch,DE,Rue du Château 4,1873
755,Champéry_admin,mail_champéry@wallis.ch,DE,Rue de la Croix-Rouge 8,1874
756,Morgins_admin,mail_morgins@wallis.ch,DE,Hirschengraben 44,1875
757,Fenalet-sur-Bex_admin,mail_fenalet-sur-bex@waadt.ch,DE,Bahnhofstrasse 86,1880
758,Frenières-sur-Bex_admin,mail_frenières-sur-bex@waadt.ch,IT,Poststrasse 51,1880
759,Les_Plans-sur-Bex_admin,mail_les_plans-sur-bex@waadt.ch,IT,Poststrasse 6,1880
760,Bex_admin,mail_bex@waadt.ch,IT,Place de l'hôtel 88,1880
761,Les_Posses-sur-Bex_admin,mail_les_posses-sur-bex@waadt.ch,DE,Marktgasse 95,1882
762,Gryon_admin,mail_gryon@waadt.ch,FR,Bärenplatz 19,1882
763,Huémoz_admin,mail_huémoz@waadt.ch,FR,Piazza Riforma 41,1884
764,Arveyes_admin,mail_arveyes@waadt.ch,DE,Werdstrasse 27,1884
765,Villars-sur-Ollon_admin,mail_villars-sur-ollon@waadt.ch,DE,Zürcherstrasse 54,1884
766,Chesières_admin,mail_chesières@waadt.ch,DE,Poststrasse 36,1885
767,Mex_VS_admin,mail_mex_vs@wallis.ch,DE,Tellstrasse 79,1890
768,St-Maurice_admin,mail_st-maurice@wallis.ch,DE,Piazza Riforma 46,1890
769,Vérossaz_admin,mail_vérossaz@wallis.ch,DE,Via Trevano 54,1891
770,Lavey-les-Bains_admin,mail_lavey-les-bains@waadt.ch,IT,Usterstrasse 88,1892
771,Morcles_admin,mail_morcles@waadt.ch,DE,Bahnhofstrasse 56,1892
772,Lavey-Village_admin,mail_lavey-village@waadt.ch,IT,Poststrasse 38,1892
773,Muraz_(Collombey)_admin,mail_muraz_(collombey)@wallis.ch,FR,Marktgasse 46,1893
774,Vionnaz_admin,mail_vionnaz@wallis.ch,FR,Via Trevano 44,1895
775,Miex_admin,mail_miex@wallis.ch,FR,Usterstrasse 29,1896
776,Vouvry_admin,mail_vouvry@wallis.ch,FR,Hirschengraben 32,1896
777,Les_Evouettes_admin,mail_les_evouettes@wallis.ch,IT,Hirschengraben 25,1897
778,Bouveret_admin,mail_bouveret@wallis.ch,IT,Tellstrasse 21,1897
779,St-Gingolph_admin,mail_st-gingolph@wallis.ch,IT,Dufourstrasse 38,1898
780,Torgon_admin,mail_torgon@wallis.ch,FR,Winkelriedstrasse 25,1899
781,Evionnaz_admin,mail_evionnaz@wallis.ch,FR,Via Trevano 95,1902
782,Collonges_admin,mail_collonges@wallis.ch,DE,Winkelriedstrasse 17,1903
783,Vernayaz_admin,mail_vernayaz@wallis.ch,FR,Zürcherstrasse 7,1904
784,Dorénaz_admin,mail_dorénaz@wallis.ch,DE,Industriestrasse 67,1905
785,Charrat_admin,mail_charrat@wallis.ch,IT,Poststrasse 33,1906
786,Saxon_admin,mail_saxon@wallis.ch,IT,Bahnhofstrasse 41,1907
787,Riddes_admin,mail_riddes@wallis.ch,FR,Hirschengraben 67,1908
788,Mayens-de-Chamoson_admin,mail_mayens-de-chamoson@wallis.ch,FR,Bärenplatz 91,1911
789,Ovronnaz_admin,mail_ovronnaz@wallis.ch,DE,Piazza Riforma 94,1911
790,Produit_(Leytron)_admin,mail_produit_(leytron)@wallis.ch,FR,Place de l'hôtel 91,1912
791,Montagnon_(Leytron)_admin,mail_montagnon_(leytron)@wallis.ch,FR,Hirschengraben 93,1912
792,Dugny_(Leytron)_admin,mail_dugny_(leytron)@wallis.ch,DE,Dufourstrasse 62,1912
793,Leytron_admin,mail_leytron@wallis.ch,IT,Dufourstrasse 63,1912
794,Saillon_admin,mail_saillon@wallis.ch,DE,Via Trevano 2,1913
795,Auddes-sur-Riddes_admin,mail_auddes-sur-riddes@wallis.ch,DE,Piazza Riforma 29,1914
796,Isérables_admin,mail_isérables@wallis.ch,DE,Rue de l'hôpital 97,1914
797,La_Tzoumaz_admin,mail_la_tzoumaz@wallis.ch,FR,Tellstrasse 25,1918
798,Martigny_admin,mail_martigny@wallis.ch,FR,Place de l'hôtel 63,1920
799,Martigny-Croix_admin,mail_martigny-croix@wallis.ch,IT,Piazza Riforma 2,1921
800,Les_Granges (Salvan)_admin,mail_les_granges (salvan)@wallis.ch,DE,Rue du Château 62,1922
801,Salvan_admin,mail_salvan@wallis.ch,FR,Hirschengraben 85,1922
802,Le_Trétien_admin,mail_le_trétien@wallis.ch,DE,Hirschengraben 89,1923
803,Les_Marécottes_admin,mail_les_marécottes@wallis.ch,DE,Winkelriedstrasse 36,1923
804,Le_Châtelard VS_admin,mail_le_châtelard vs@wallis.ch,FR,Rue de la Croix-Rouge 14,1925
805,Finhaut_admin,mail_finhaut@wallis.ch,FR,Bärenplatz 91,1925
806,Fully_admin,mail_fully@wallis.ch,IT,Hirschengraben 23,1926
807,Chemin_admin,mail_chemin@wallis.ch,DE,Hirschengraben 55,1927
808,Ravoire_admin,mail_ravoire@wallis.ch,FR,Marktgasse 44,1928
809,Trient_admin,mail_trient@wallis.ch,FR,Zürcherstrasse 26,1929
810,Les_Valettes (Bovernier)_admin,mail_les_valettes (bovernier)@wallis.ch,FR,Tellstrasse 16,1932
811,Bovernier_admin,mail_bovernier@wallis.ch,IT,Marktgasse 2,1932
812,Vens_(Sembrancher)_admin,mail_vens_(sembrancher)@wallis.ch,DE,Poststrasse 70,1933
813,Chamoille_(Sembrancher)_admin,mail_chamoille_(sembrancher)@wallis.ch,DE,Marktgasse 53,1933
814,La_Garde (Sembrancher)_admin,mail_la_garde (sembrancher)@wallis.ch,DE,Zürcherstrasse 50,1933
815,Sembrancher_admin,mail_sembrancher@wallis.ch,FR,Werdstrasse 64,1933
816,Bruson_admin,mail_bruson@wallis.ch,FR,Winkelriedstrasse 66,1934
817,Cotterg_(Le Châble VS)_admin,mail_cotterg_(le châble vs)@wallis.ch,FR,Hirschengraben 98,1934
818,Villette_(Le Châble VS)_admin,mail_villette_(le châble vs)@wallis.ch,DE,Usterstrasse 94,1934
819,Fontenelle_(Le Châble VS)_admin,mail_fontenelle_(le châble vs)@wallis.ch,IT,Tellstrasse 62,1934
820,Montagnier_(Le Châble VS)_admin,mail_montagnier_(le châble vs)@wallis.ch,IT,Rue de la Croix-Rouge 97,1934
821,Le_Châble VS_admin,mail_le_châble vs@wallis.ch,DE,Via Trevano 53,1934
822,Verbier_admin,mail_verbier@wallis.ch,FR,Marktplatz 45,1936
823,Orsières_admin,mail_orsières@wallis.ch,DE,Rue de l'hôpital 53,1937
824,Champex-Lac_admin,mail_champex-lac@wallis.ch,FR,Werdstrasse 31,1938
825,Cries_(Vollèges)_admin,mail_cries_(vollèges)@wallis.ch,FR,Piazza Riforma 31,1941
826,Vollèges_admin,mail_vollèges@wallis.ch,FR,Place de l'hôtel 80,1941
827,Levron_admin,mail_levron@wallis.ch,IT,Morgartenstrasse 8,1942
828,Praz-de-Fort_admin,mail_praz-de-fort@wallis.ch,FR,Hirschengraben 80,1943
829,La_Fouly VS_admin,mail_la_fouly vs@wallis.ch,IT,Hirschengraben 90,1944
830,Liddes_admin,mail_liddes@wallis.ch,DE,Usterstrasse 66,1945
831,Fontaine_Dessus (Liddes)_admin,mail_fontaine_dessus (liddes)@wallis.ch,FR,Piazza Riforma 24,1945
832,Fontaine_Dessous (Liddes)_admin,mail_fontaine_dessous (liddes)@wallis.ch,IT,Marktgasse 28,1945
833,Dranse_(Liddes)_admin,mail_dranse_(liddes)@wallis.ch,FR,Werdstrasse 31,1945
834,Chandonne_(Liddes)_admin,mail_chandonne_(liddes)@wallis.ch,DE,Dufourstrasse 61,1945
835,Rive_Haute (Liddes)_admin,mail_rive_haute (liddes)@wallis.ch,IT,Bärenplatz 3,1945
836,Fornex_(Liddes)_admin,mail_fornex_(liddes)@wallis.ch,IT,Marktgasse 99,1945
837,Les_Moulins VS (Liddes)_admin,mail_les_moulins vs (liddes)@wallis.ch,DE,Rue de la Croix-Rouge 45,1945
838,Vichères_(Liddes)_admin,mail_vichères_(liddes)@wallis.ch,IT,Zürcherstrasse 34,1945
839,Palasuit_(Liddes)_admin,mail_palasuit_(liddes)@wallis.ch,FR,Marktgasse 16,1945
840,Chez_Petit (Liddes)_admin,mail_chez_petit (liddes)@wallis.ch,DE,Bärenplatz 68,1945
841,Petit_Vichères (Liddes)_admin,mail_petit_vichères (liddes)@wallis.ch,IT,Winkelriedstrasse 23,1945
842,Bourg-St-Pierre_admin,mail_bourg-st-pierre@wallis.ch,DE,Usterstrasse 38,1946
843,Prarreyer_(Versegères)_admin,mail_prarreyer_(versegères)@wallis.ch,IT,Winkelriedstrasse 92,1947
844,Les_Places (Versegères)_admin,mail_les_places (versegères)@wallis.ch,DE,Marktgasse 68,1947
845,La_Montoz (Versegères)_admin,mail_la_montoz (versegères)@wallis.ch,DE,Poststrasse 48,1947
846,Champsec_(Versegères)_admin,mail_champsec_(versegères)@wallis.ch,IT,Rue du Château 86,1947
847,Le_Fregnoley (Versegères)_admin,mail_le_fregnoley (versegères)@wallis.ch,DE,Rue de l'hôpital 22,1947
848,Versegères_admin,mail_versegères@wallis.ch,DE,Dufourstrasse 75,1947
849,Lourtier_admin,mail_lourtier@wallis.ch,IT,Place de l'hôtel 62,1948
850,Fionnay_admin,mail_fionnay@wallis.ch,IT,Zürcherstrasse 61,1948
851,Sarreyer_admin,mail_sarreyer@wallis.ch,DE,Winkelriedstrasse 65,1948
852,Le_Planchamp (Lourtier)_admin,mail_le_planchamp (lourtier)@wallis.ch,DE,Marktplatz 48,1948
853,Le_Morgnes (Lourtier)_admin,mail_le_morgnes (lourtier)@wallis.ch,IT,Dufourstrasse 16,1948
854,Sion_admin,mail_sion@wallis.ch,IT,Bärenplatz 45,1950
855,St-Pierre-de-Clages_admin,mail_st-pierre-de-clages@wallis.ch,IT,Marktplatz 53,1955
856,Les_Vérines (Chamoson)_admin,mail_les_vérines (chamoson)@wallis.ch,FR,Werdstrasse 98,1955
857,Némiaz_(Chamoson)_admin,mail_némiaz_(chamoson)@wallis.ch,DE,Industriestrasse 51,1955
858,Grugnay_(Chamoson)_admin,mail_grugnay_(chamoson)@wallis.ch,IT,Place de l'hôtel 26,1955
859,Chamoson_admin,mail_chamoson@wallis.ch,DE,Marktgasse 82,1955
860,Ardon_admin,mail_ardon@wallis.ch,IT,Marktgasse 68,1957
861,Uvrier_admin,mail_uvrier@wallis.ch,IT,Industriestrasse 60,1958
862,St-Léonard_admin,mail_st-léonard@wallis.ch,DE,Dufourstrasse 18,1958
863,Vernamiège_admin,mail_vernamiège@wallis.ch,FR,Industriestrasse 11,1961
864,Pont-de-la-Morge_(Sion)_admin,mail_pont-de-la-morge_(sion)@wallis.ch,IT,Place de l'hôtel 76,1962
865,Vétroz_admin,mail_vétroz@wallis.ch,FR,Rue de la Croix-Rouge 73,1963
866,Conthey_admin,mail_conthey@wallis.ch,DE,Rue de l'hôpital 85,1964
867,Chandolin-près-Savièse_admin,mail_chandolin-près-savièse@wallis.ch,FR,Zürcherstrasse 75,1965
868,Drône_VS_admin,mail_drône_vs@wallis.ch,IT,Marktplatz 33,1965
869,Roumaz_(Savièse)_admin,mail_roumaz_(savièse)@wallis.ch,FR,Rue de la Croix-Rouge 12,1965
870,Granois_(Savièse)_admin,mail_granois_(savièse)@wallis.ch,FR,Rue du Château 48,1965
871,St-Germain_(Savièse)_admin,mail_st-germain_(savièse)@wallis.ch,FR,Rue de l'hôpital 13,1965
872,Ormône_(Savièse)_admin,mail_ormône_(savièse)@wallis.ch,IT,Marktgasse 66,1965
873,Mayens-de-la-Zour_(Savièse)_admin,mail_mayens-de-la-zour_(savièse)@wallis.ch,DE,Dufourstrasse 89,1965
874,Monteiller-Savièse_admin,mail_monteiller-savièse@wallis.ch,DE,Rue de l'hôpital 50,1965
875,Savièse_admin,mail_savièse@wallis.ch,DE,Marktgasse 1,1965
876,Signèse_(Ayent)_admin,mail_signèse_(ayent)@wallis.ch,IT,Piazza Riforma 95,1966
877,Fortunau_(Ayent)_admin,mail_fortunau_(ayent)@wallis.ch,DE,Hirschengraben 27,1966
878,Luc_(Ayent)_admin,mail_luc_(ayent)@wallis.ch,IT,Bärenplatz 45,1966
879,St-Romain_(Ayent)_admin,mail_st-romain_(ayent)@wallis.ch,DE,Marktgasse 16,1966
880,Saxonne_(Ayent)_admin,mail_saxonne_(ayent)@wallis.ch,IT,Marktplatz 68,1966
881,Villa_(Ayent)_admin,mail_villa_(ayent)@wallis.ch,FR,Werdstrasse 50,1966
882,La_Place (Ayent)_admin,mail_la_place (ayent)@wallis.ch,IT,Rue de la Croix-Rouge 24,1966
883,Botyre_(Ayent)_admin,mail_botyre_(ayent)@wallis.ch,IT,Dufourstrasse 74,1966
884,Blignoud_(Ayent)_admin,mail_blignoud_(ayent)@wallis.ch,IT,Rue de la Croix-Rouge 15,1966
885,Argnoud_(Ayent)_admin,mail_argnoud_(ayent)@wallis.ch,DE,Marktgasse 81,1966
886,Bramois_admin,mail_bramois@wallis.ch,DE,Hirschengraben 23,1967
887,Mase_admin,mail_mase@wallis.ch,IT,Via Trevano 65,1968
888,Liez_(St-Martin)_admin,mail_liez_(st-martin)@wallis.ch,DE,Poststrasse 88,1969
889,Trogne_(St-Martin)_admin,mail_trogne_(st-martin)@wallis.ch,FR,Poststrasse 7,1969
890,Suen_(St-Martin)_admin,mail_suen_(st-martin)@wallis.ch,DE,Zürcherstrasse 41,1969
891,Eison_(St.Martin)_admin,mail_eison_(st.martin)@wallis.ch,IT,Poststrasse 18,1969
892,St-Martin_VS_admin,mail_st-martin_vs@wallis.ch,DE,Rue de l'hôpital 76,1969
893,Champlan_(Grimisuat)_admin,mail_champlan_(grimisuat)@wallis.ch,FR,Werdstrasse 82,1971
894,Coméraz_(Grimisuat)_admin,mail_coméraz_(grimisuat)@wallis.ch,DE,Tellstrasse 31,1971
895,Grimisuat_admin,mail_grimisuat@wallis.ch,DE,Usterstrasse 35,1971
896,Anzère_admin,mail_anzère@wallis.ch,IT,Marktgasse 39,1972
897,Nax_admin,mail_nax@wallis.ch,IT,Hirschengraben 50,1973
898,Arbaz_admin,mail_arbaz@wallis.ch,DE,Hirschengraben 58,1974
899,St-Séverin_admin,mail_st-séverin@wallis.ch,DE,Usterstrasse 61,1975
900,Aven_admin,mail_aven@wallis.ch,DE,Rue du Château 89,1976
901,Daillon_admin,mail_daillon@wallis.ch,IT,Zürcherstrasse 16,1976
902,Erde_admin,mail_erde@wallis.ch,FR,Marktgasse 24,1976
903,Icogne_admin,mail_icogne@wallis.ch,FR,Hirschengraben 41,1977
904,Lens_admin,mail_lens@wallis.ch,FR,Place de l'hôtel 48,1978
905,Vex_admin,mail_vex@wallis.ch,FR,Hirschengraben 65,1981
906,Euseigne_admin,mail_euseigne@wallis.ch,IT,Tellstrasse 76,1982
907,Lana_(Evolène)_admin,mail_lana_(evolène)@wallis.ch,IT,Morgartenstrasse 71,1983
908,Evolène_admin,mail_evolène@wallis.ch,IT,Tellstrasse 27,1983
909,Les_Haudères_admin,mail_les_haudères@wallis.ch,IT,Usterstrasse 89,1984
910,La_Sage_admin,mail_la_sage@wallis.ch,IT,Marktgasse 38,1985
911,Arolla_admin,mail_arolla@wallis.ch,DE,Industriestrasse 99,1986
912,Mâche_admin,mail_mâche@wallis.ch,FR,Morgartenstrasse 50,1987
913,Hérémence_admin,mail_hérémence@wallis.ch,DE,Marktgasse 52,1987
914,Les_Collons_admin,mail_les_collons@wallis.ch,IT,Marktplatz 14,1988
915,Thyon_admin,mail_thyon@wallis.ch,DE,Bärenplatz 71,1988
916,Arvillard_(Salins)_admin,mail_arvillard_(salins)@wallis.ch,IT,Dufourstrasse 66,1991
917,Pravidondaz_(Salins)_admin,mail_pravidondaz_(salins)@wallis.ch,IT,Marktgasse 32,1991
918,Turin_(Salins)_admin,mail_turin_(salins)@wallis.ch,DE,Zürcherstrasse 27,1991
919,Misériez_(Salins)_admin,mail_misériez_(salins)@wallis.ch,DE,Hirschengraben 24,1991
920,Salins_admin,mail_salins@wallis.ch,IT,Piazza Riforma 87,1991
921,Les_Agettes_admin,mail_les_agettes@wallis.ch,FR,Poststrasse 84,1992
922,Les_Mayens-de-Sion_admin,mail_les_mayens-de-sion@wallis.ch,IT,Place de l'hôtel 35,1992
923,La_Vernaz (Les Agettes)_admin,mail_la_vernaz (les agettes)@wallis.ch,FR,Winkelriedstrasse 31,1992
924,Crête-à-l'Oeil(Les_Agettes)_admin,mail_crête-à-l'oeil(les_agettes)@wallis.ch,IT,Bärenplatz 46,1992
925,Clèbes_(Nendaz)_admin,mail_clèbes_(nendaz)@wallis.ch,IT,Rue de l'hôpital 36,1993
926,Veysonnaz_admin,mail_veysonnaz@wallis.ch,DE,Winkelriedstrasse 93,1993
927,Aproz_(Nendaz)_admin,mail_aproz_(nendaz)@wallis.ch,DE,Winkelriedstrasse 56,1994
928,Fey_(Nendaz)_admin,mail_fey_(nendaz)@wallis.ch,IT,Morgartenstrasse 36,1996
929,Beuson_(Nendaz)_admin,mail_beuson_(nendaz)@wallis.ch,IT,Dufourstrasse 77,1996
930,Baar_(Nendaz)_admin,mail_baar_(nendaz)@wallis.ch,FR,Usterstrasse 14,1996
931,Brignon_(Nendaz)_admin,mail_brignon_(nendaz)@wallis.ch,IT,Werdstrasse 41,1996
932,Bioley-de-Brignon_(Nendaz)_admin,mail_bioley-de-brignon_(nendaz)@wallis.ch,FR,Bahnhofstrasse 46,1996
933,Bieudron_(Nendaz)_admin,mail_bieudron_(nendaz)@wallis.ch,FR,Zürcherstrasse 52,1996
934,Condémines_(Nendaz)_admin,mail_condémines_(nendaz)@wallis.ch,FR,Winkelriedstrasse 75,1996
935,Saclentz_(Nendaz)_admin,mail_saclentz_(nendaz)@wallis.ch,DE,Industriestrasse 20,1996
936,Basse-Nendaz_admin,mail_basse-nendaz@wallis.ch,FR,Tellstrasse 20,1996
937,Siviez_(Nendaz)_admin,mail_siviez_(nendaz)@wallis.ch,FR,Usterstrasse 70,1997
938,Haute-Nendaz_admin,mail_haute-nendaz@wallis.ch,FR,Place de l'hôtel 75,1997
939,Neuchâtel_admin,mail_neuchâtel@neuenburg.ch,IT,Piazza Riforma 99,2000
940,Auvernier_admin,mail_auvernier@neuenburg.ch,DE,Bärenplatz 59,2012
941,Colombier_NE_admin,mail_colombier_ne@neuenburg.ch,DE,Poststrasse 18,2013
942,Bôle_admin,mail_bôle@neuenburg.ch,IT,Piazza Riforma 43,2014
943,Areuse_admin,mail_areuse@neuenburg.ch,DE,Via Trevano 49,2015
944,Cortaillod_admin,mail_cortaillod@neuenburg.ch,IT,Place de l'hôtel 78,2016
945,Boudry_admin,mail_boudry@neuenburg.ch,IT,Hirschengraben 35,2017
946,Chambrelien_admin,mail_chambrelien@neuenburg.ch,IT,Marktplatz 22,2019
947,Rochefort_admin,mail_rochefort@neuenburg.ch,DE,Morgartenstrasse 51,2019
948,Bevaix_admin,mail_bevaix@neuenburg.ch,FR,Bahnhofstrasse 96,2022
949,Gorgier_admin,mail_gorgier@neuenburg.ch,IT,Rue de l'hôpital 40,2023
950,St-Aubin-Sauges_admin,mail_st-aubin-sauges@neuenburg.ch,IT,Marktplatz 92,2024
951,Chez-le-Bart_admin,mail_chez-le-bart@neuenburg.ch,DE,Winkelriedstrasse 4,2025
952,Montalchez_admin,mail_montalchez@neuenburg.ch,IT,Piazza Riforma 95,2027
953,Fresens_admin,mail_fresens@neuenburg.ch,FR,Hirschengraben 87,2027
954,Vaumarcus_admin,mail_vaumarcus@neuenburg.ch,DE,Marktplatz 4,2028
955,Peseux_admin,mail_peseux@neuenburg.ch,IT,Poststrasse 36,2034
956,Corcelles_NE_admin,mail_corcelles_ne@neuenburg.ch,IT,Piazza Riforma 15,2035
957,Cormondrèche_admin,mail_cormondrèche@neuenburg.ch,IT,Tellstrasse 84,2036
958,Montmollin_admin,mail_montmollin@neuenburg.ch,DE,Hirschengraben 60,2037
959,Montezillon_admin,mail_montezillon@neuenburg.ch,FR,Bärenplatz 30,2037
960,Valangin_admin,mail_valangin@neuenburg.ch,IT,Morgartenstrasse 58,2042
961,Boudevilliers_admin,mail_boudevilliers@neuenburg.ch,DE,Piazza Riforma 87,2043
962,Fontaines_NE_admin,mail_fontaines_ne@neuenburg.ch,FR,Bärenplatz 7,2046
963,La_Vue-des-Alpes_admin,mail_la_vue-des-alpes@neuenburg.ch,FR,Place de l'hôtel 66,2052
964,Fontainemelon_admin,mail_fontainemelon@neuenburg.ch,IT,Hirschengraben 11,2052
965,Cernier_admin,mail_cernier@neuenburg.ch,DE,Zürcherstrasse 1,2053
966,Les_Vieux-Prés_admin,mail_les_vieux-prés@neuenburg.ch,FR,Dufourstrasse 27,2054
967,Chézard-St-Martin_admin,mail_chézard-st-martin@neuenburg.ch,FR,Usterstrasse 32,2054
968,Dombresson_admin,mail_dombresson@neuenburg.ch,DE,Rue du Château 63,2056
969,Villiers_admin,mail_villiers@neuenburg.ch,FR,Zürcherstrasse 56,2057
970,Le_Pâquier NE_admin,mail_le_pâquier ne@neuenburg.ch,DE,Bahnhofstrasse 9,2058
971,Engollon_admin,mail_engollon@neuenburg.ch,FR,Poststrasse 85,2063
972,Fenin_admin,mail_fenin@neuenburg.ch,FR,Rue de la Croix-Rouge 37,2063
973,Saules_admin,mail_saules@neuenburg.ch,FR,Usterstrasse 26,2063
974,Vilars_NE_admin,mail_vilars_ne@neuenburg.ch,DE,Rue de l'hôpital 86,2063
975,Savagnier_admin,mail_savagnier@neuenburg.ch,IT,Morgartenstrasse 7,2065
976,Chaumont_admin,mail_chaumont@neuenburg.ch,FR,Winkelriedstrasse 99,2067
977,Hauterive_NE_admin,mail_hauterive_ne@neuenburg.ch,FR,Rue du Château 99,2068
978,St-Blaise_admin,mail_st-blaise@neuenburg.ch,DE,Dufourstrasse 53,2072
979,Enges_admin,mail_enges@neuenburg.ch,IT,Werdstrasse 72,2073
980,Marin-Epagnier_admin,mail_marin-epagnier@neuenburg.ch,IT,Industriestrasse 37,2074
981,Thielle_admin,mail_thielle@neuenburg.ch,IT,Marktplatz 44,2075
982,Wavre_admin,mail_wavre@neuenburg.ch,FR,Rue de la Croix-Rouge 61,2075
983,Cornaux_NE_admin,mail_cornaux_ne@neuenburg.ch,DE,Winkelriedstrasse 36,2087
984,Cressier_NE_admin,mail_cressier_ne@neuenburg.ch,IT,Hirschengraben 19,2088
985,Noiraigue_admin,mail_noiraigue@neuenburg.ch,FR,Winkelriedstrasse 71,2103
986,Travers_admin,mail_travers@neuenburg.ch,FR,Via Trevano 56,2105
987,Couvet_admin,mail_couvet@neuenburg.ch,DE,Dufourstrasse 38,2108
988,Môtiers_NE_admin,mail_môtiers_ne@neuenburg.ch,DE,Industriestrasse 62,2112
989,Boveresse_admin,mail_boveresse@neuenburg.ch,IT,Hirschengraben 51,2113
990,Fleurier_admin,mail_fleurier@neuenburg.ch,IT,Via Trevano 45,2114
991,Buttes_admin,mail_buttes@neuenburg.ch,FR,Marktgasse 52,2115
992,Mont-de-Buttes_admin,mail_mont-de-buttes@neuenburg.ch,IT,Marktplatz 24,2116
993,La_Côte-aux-Fées_admin,mail_la_côte-aux-fées@neuenburg.ch,DE,Morgartenstrasse 56,2117
994,St-Sulpice_NE_admin,mail_st-sulpice_ne@neuenburg.ch,DE,Piazza Riforma 54,2123
995,Les_Sagnettes_admin,mail_les_sagnettes@neuenburg.ch,IT,Via Trevano 57,2124
996,Les_Verrières_admin,mail_les_verrières@neuenburg.ch,IT,Werdstrasse 70,2126
997,Les_Bayards_admin,mail_les_bayards@neuenburg.ch,DE,Marktgasse 94,2127
998,Champ-du-Moulin_admin,mail_champ-du-moulin@neuenburg.ch,FR,Marktplatz 10,2149
999,Fretereules_admin,mail_fretereules@neuenburg.ch,IT,Via Trevano 76,2149
1000,Brot-Dessous_admin,mail_brot-dessous@neuenburg.ch,FR,Place de l'hôtel 34,2149
1001,Les_Geneveys-sur-Coffrane_admin,mail_les_geneveys-sur-coffrane@neuenburg.ch,FR,Via Trevano 54,2206
1002,Coffrane_admin,mail_coffrane@neuenburg.ch,IT,Rue de la Croix-Rouge 79,2207
1003,Les_Hauts-Geneveys_admin,mail_les_hauts-geneveys@neuenburg.ch,DE,Via Trevano 47,2208
1004,La_Chaux-de-Fonds_admin,mail_la_chaux-de-fonds@neuenburg.ch,IT,Piazza Riforma 12,2300
