ID,username,mail,language,street,PLZ
1036,La_Brévine_Neuenburg_admin,mail_la_brévine@neuenburg.ch,DE,Piazza Riforma 68,2406
1037,Le_Cerneux-Péquignot_Neuenburg_admin,mail_le_cerneux-péquignot@neuenburg.ch,FR,Rue de l'hôpital 89,2414
1038,Les_Brenets_Neuenburg_admin,mail_les_brenets@neuenburg.ch,IT,Morgartenstrasse 46,2416
1039,Biel/Bienne_Bern_admin,mail_biel/bienne@bern.ch,FR,Usterstrasse 82,2500
1040,Tüscherz-Alfermée_Bern_admin,mail_tüscherz-alfermée@bern.ch,FR,Morgartenstrasse 17,2512
1041,Twann_Bern_admin,mail_twann@bern.ch,IT,Dufourstrasse 18,2513
1042,Ligerz_Bern_admin,mail_ligerz@bern.ch,DE,Via Trevano 7,2514
1043,Prêles_Bern_admin,mail_prêles@bern.ch,IT,Zürcherstrasse 4,2515
1044,Lamboing_Bern_admin,mail_lamboing@bern.ch,DE,Dufourstrasse 47,2516
1045,Diesse_Bern_admin,mail_diesse@bern.ch,DE,Marktplatz 99,2517
1046,Nods_Bern_admin,mail_nods@bern.ch,FR,Usterstrasse 93,2518
1047,La_Neuveville_Bern_admin,mail_la_neuveville@bern.ch,IT,Zürcherstrasse 59,2520
1048,Lignières_Neuenburg_admin,mail_lignières@neuenburg.ch,DE,Marktgasse 10,2523
1049,Le_Landeron_Neuenburg_admin,mail_le_landeron@neuenburg.ch,DE,Tellstrasse 74,2525
1050,Magglingen/Macolin_Bern_admin,mail_magglingen/macolin@bern.ch,DE,Via Trevano 63,2532
1051,Evilard_Bern_admin,mail_evilard@bern.ch,FR,Via Trevano 53,2533
1052,Les_Prés-d'Orvin_Bern_admin,mail_les_prés-d'orvin@bern.ch,FR,Rue du Château 21,2534
1053,Orvin_Bern_admin,mail_orvin@bern.ch,IT,Usterstrasse 27,2534
1054,Frinvillier_Bern_admin,mail_frinvillier@bern.ch,DE,Werdstrasse 97,2535
1055,Plagne_Bern_admin,mail_plagne@bern.ch,IT,Bahnhofstrasse 1,2536
1056,Vauffelin_Bern_admin,mail_vauffelin@bern.ch,FR,Poststrasse 43,2537
1057,Romont_BE_Bern_admin,mail_romont_be@bern.ch,IT,Bärenplatz 100,2538
1058,Grenchen_Solothurn_admin,mail_grenchen@solothurn.ch,DE,Bärenplatz 57,2540
1059,Pieterlen_Bern_admin,mail_pieterlen@bern.ch,FR,Rue de l'hôpital 42,2542
1060,Lengnau_BE_Bern_admin,mail_lengnau_be@bern.ch,FR,Bärenplatz 49,2543
1061,Bettlach_Solothurn_admin,mail_bettlach@solothurn.ch,IT,Dufourstrasse 36,2544
1062,Selzach_Solothurn_admin,mail_selzach@solothurn.ch,IT,Piazza Riforma 34,2545
1063,Orpund_Bern_admin,mail_orpund@bern.ch,IT,Poststrasse 99,2552
1064,Safnern_Bern_admin,mail_safnern@bern.ch,DE,Industriestrasse 14,2553
1065,Meinisberg_Bern_admin,mail_meinisberg@bern.ch,DE,Via Trevano 65,2554
1066,Brügg_BE_Bern_admin,mail_brügg_be@bern.ch,DE,Hirschengraben 46,2555
1067,Scheuren_Bern_admin,mail_scheuren@bern.ch,FR,Rue du Château 61,2556
1068,Schwadernau_Bern_admin,mail_schwadernau@bern.ch,IT,Rue de l'hôpital 33,2556
1069,Studen_BE_Bern_admin,mail_studen_be@bern.ch,FR,Rue du Château 74,2557
1070,Aegerten_Bern_admin,mail_aegerten@bern.ch,FR,Place de l'hôtel 94,2558
1071,Nidau_Bern_admin,mail_nidau@bern.ch,DE,Hirschengraben 10,2560
1072,Port_Bern_admin,mail_port@bern.ch,FR,Winkelriedstrasse 87,2562
1073,Ipsach_Bern_admin,mail_ipsach@bern.ch,FR,Piazza Riforma 100,2563
1074,Bellmund_Bern_admin,mail_bellmund@bern.ch,FR,Piazza Riforma 76,2564
1075,Jens_Bern_admin,mail_jens@bern.ch,IT,Poststrasse 66,2565
1076,Mörigen_Bern_admin,mail_mörigen@bern.ch,DE,Piazza Riforma 1,2572
1077,Sutz_Bern_admin,mail_sutz@bern.ch,FR,Tellstrasse 9,2572
1078,Hagneck_Bern_admin,mail_hagneck@bern.ch,DE,Via Trevano 86,2575
1079,Gerolfingen_Bern_admin,mail_gerolfingen@bern.ch,DE,Piazza Riforma 94,2575
1080,Täuffelen_Bern_admin,mail_täuffelen@bern.ch,DE,Werdstrasse 8,2575
1081,Lüscherz_Bern_admin,mail_lüscherz@bern.ch,FR,Via Trevano 88,2576
1082,Finsterhennen_Bern_admin,mail_finsterhennen@bern.ch,FR,Tellstrasse 25,2577
1083,Siselen_BE_Bern_admin,mail_siselen_be@bern.ch,FR,Bahnhofstrasse 100,2577
1084,Péry_Bern_admin,mail_péry@bern.ch,FR,Rue du Château 13,2603
1085,La_Heutte_Bern_admin,mail_la_heutte@bern.ch,DE,Piazza Riforma 16,2604
1086,Sonceboz-Sombeval_Bern_admin,mail_sonceboz-sombeval@bern.ch,DE,Winkelriedstrasse 72,2605
1087,Corgémont_Bern_admin,mail_corgémont@bern.ch,FR,Rue de l'hôpital 82,2606
1088,Cortébert_Bern_admin,mail_cortébert@bern.ch,DE,Bärenplatz 50,2607
1089,Montagne-de-Courtelary_Bern_admin,mail_montagne-de-courtelary@bern.ch,IT,Werdstrasse 62,2608
1090,Courtelary_Bern_admin,mail_courtelary@bern.ch,IT,Poststrasse 4,2608
1091,Mont-Soleil_Bern_admin,mail_mont-soleil@bern.ch,DE,Winkelriedstrasse 15,2610
1092,Mont-Crosin_Bern_admin,mail_mont-crosin@bern.ch,FR,Via Trevano 75,2610
1093,Les_Pontins_Bern_admin,mail_les_pontins@bern.ch,IT,Bahnhofstrasse 45,2610
1094,St-Imier_Bern_admin,mail_st-imier@bern.ch,IT,Rue du Château 27,2610
1095,Cormoret_Bern_admin,mail_cormoret@bern.ch,FR,Tellstrasse 93,2612
1096,Villeret_Bern_admin,mail_villeret@bern.ch,DE,Industriestrasse 42,2613
1097,Montagne-de-Sonvilier_Bern_admin,mail_montagne-de-sonvilier@bern.ch,IT,Rue de la Croix-Rouge 14,2615
1098,Sonvilier_Bern_admin,mail_sonvilier@bern.ch,DE,Industriestrasse 18,2615
1099,Renan_BE_Bern_admin,mail_renan_be@bern.ch,IT,Marktgasse 72,2616
1100,Tavannes_Bern_admin,mail_tavannes@bern.ch,IT,Hirschengraben 73,2710
1101,Le_Fuet_Bern_admin,mail_le_fuet@bern.ch,IT,Winkelriedstrasse 80,2712
1102,Bellelay_Bern_admin,mail_bellelay@bern.ch,IT,Tellstrasse 33,2713
1103,Le_Prédame_Jura_admin,mail_le_prédame@jura.ch,IT,Morgartenstrasse 97,2714
1104,Les_Genevez JU_Jura_admin,mail_les_genevez ju@jura.ch,FR,Usterstrasse 77,2714
1105,Monible_Bern_admin,mail_monible@bern.ch,IT,Marktgasse 23,2715
1106,Châtelat_Bern_admin,mail_châtelat@bern.ch,FR,Winkelriedstrasse 26,2715
1107,Sornetan_Bern_admin,mail_sornetan@bern.ch,FR,Hirschengraben 44,2716
1108,Fornet-Dessous_Bern_admin,mail_fornet-dessous@bern.ch,IT,Bahnhofstrasse 37,2717
1109,Rebévelier_Bern_admin,mail_rebévelier@bern.ch,FR,Werdstrasse 90,2717
1110,Fornet-Dessus_Jura_admin,mail_fornet-dessus@jura.ch,DE,Winkelriedstrasse 56,2718
1111,Lajoux_JU_Jura_admin,mail_lajoux_ju@jura.ch,FR,Morgartenstrasse 69,2718
1112,La_Tanne_Bern_admin,mail_la_tanne@bern.ch,IT,Rue de l'hôpital 85,2720
1113,Tramelan_Bern_admin,mail_tramelan@bern.ch,FR,Zürcherstrasse 31,2720
1114,Les_Reussilles_Bern_admin,mail_les_reussilles@bern.ch,DE,Usterstrasse 2,2722
1115,Mont-Tramelan_Bern_admin,mail_mont-tramelan@bern.ch,IT,Werdstrasse 59,2723
1116,Saicourt_Bern_admin,mail_saicourt@bern.ch,FR,Marktgasse 38,2732
1117,Saules_BE_Bern_admin,mail_saules_be@bern.ch,IT,Usterstrasse 77,2732
1118,Loveresse_Bern_admin,mail_loveresse@bern.ch,DE,Marktplatz 13,2732
1119,Reconvilier_Bern_admin,mail_reconvilier@bern.ch,DE,Werdstrasse 31,2732
1120,Pontenet_Bern_admin,mail_pontenet@bern.ch,FR,Werdstrasse 14,2733
1121,Bévilard_Bern_admin,mail_bévilard@bern.ch,FR,Tellstrasse 18,2735
1122,Champoz_Bern_admin,mail_champoz@bern.ch,DE,Via Trevano 50,2735
1123,Malleray_Bern_admin,mail_malleray@bern.ch,DE,Industriestrasse 41,2735
1124,Sorvilier_Bern_admin,mail_sorvilier@bern.ch,DE,Marktplatz 83,2736
1125,Court_Bern_admin,mail_court@bern.ch,DE,Industriestrasse 19,2738
1126,Moutier_Bern_admin,mail_moutier@bern.ch,IT,Rue du Château 71,2740
1127,Perrefitte_Bern_admin,mail_perrefitte@bern.ch,IT,Marktgasse 75,2742
1128,Eschert_Bern_admin,mail_eschert@bern.ch,FR,Rue de la Croix-Rouge 9,2743
1129,Belprahon_Bern_admin,mail_belprahon@bern.ch,IT,Poststrasse 77,2744
1130,Grandval_Bern_admin,mail_grandval@bern.ch,DE,Dufourstrasse 15,2745
1131,Crémines_Bern_admin,mail_crémines@bern.ch,DE,Bahnhofstrasse 92,2746
1132,Seehof_Bern_admin,mail_seehof@bern.ch,IT,Winkelriedstrasse 82,2747
1133,Corcelles_BE_Bern_admin,mail_corcelles_be@bern.ch,DE,Rue de l'hôpital 55,2747
1134,Souboz_Bern_admin,mail_souboz@bern.ch,FR,Industriestrasse 46,2748
1135,Les_Ecorcheresses_Bern_admin,mail_les_ecorcheresses@bern.ch,DE,Bahnhofstrasse 27,2748
1136,Roches_BE_Bern_admin,mail_roches_be@bern.ch,IT,Poststrasse 9,2762
1137,Delémont_Jura_admin,mail_delémont@jura.ch,DE,Usterstrasse 44,2800
1138,Develier_Jura_admin,mail_develier@jura.ch,DE,Zürcherstrasse 49,2802
1139,Bourrignon_Jura_admin,mail_bourrignon@jura.ch,IT,Hirschengraben 22,2803
1140,Soyhières_Jura_admin,mail_soyhières@jura.ch,DE,Industriestrasse 55,2805
1141,Mettembert_Jura_admin,mail_mettembert@jura.ch,FR,Place de l'hôtel 76,2806
1142,Lucelle_Jura_admin,mail_lucelle@jura.ch,IT,Place de l'hôtel 70,2807
1143,Pleigne_Jura_admin,mail_pleigne@jura.ch,DE,Morgartenstrasse 83,2807
1144,Movelier_Jura_admin,mail_movelier@jura.ch,DE,Tellstrasse 77,2812
1145,Ederswiler_Jura_admin,mail_ederswiler@jura.ch,FR,Tellstrasse 71,2813
1146,Roggenburg_Basel-Landschaft_admin,mail_roggenburg@basel-landschaft.ch,DE,Hirschengraben 89,2814
1147,Courroux_Jura_admin,mail_courroux@jura.ch,IT,Poststrasse 75,2822
1148,Courcelon_Jura_admin,mail_courcelon@jura.ch,DE,Hirschengraben 93,2823
1149,Vicques_Jura_admin,mail_vicques@jura.ch,DE,Piazza Riforma 26,2824
1150,Courchapoix_Jura_admin,mail_courchapoix@jura.ch,FR,Place de l'hôtel 59,2825
1151,Corban_Jura_admin,mail_corban@jura.ch,FR,Poststrasse 21,2826
1152,Schelten_Bern_admin,mail_schelten@bern.ch,FR,Place de l'hôtel 49,2827
1153,Mervelier_Jura_admin,mail_mervelier@jura.ch,FR,Rue de la Croix-Rouge 75,2827
1154,Montsevelier_Jura_admin,mail_montsevelier@jura.ch,IT,Industriestrasse 2,2828
1155,Vermes_Jura_admin,mail_vermes@jura.ch,FR,Hirschengraben 27,2829
1156,Vellerat_Jura_admin,mail_vellerat@jura.ch,IT,Place de l'hôtel 55,2830
1157,Courrendlin_Jura_admin,mail_courrendlin@jura.ch,FR,Place de l'hôtel 70,2830
1158,Rebeuvelier_Jura_admin,mail_rebeuvelier@jura.ch,IT,Zürcherstrasse 16,2832
1159,Rossemaison_Jura_admin,mail_rossemaison@jura.ch,FR,Morgartenstrasse 70,2842
1160,Châtillon_JU_Jura_admin,mail_châtillon_ju@jura.ch,FR,Marktplatz 59,2843
1161,Courtételle_Jura_admin,mail_courtételle@jura.ch,FR,Rue de l'hôpital 7,2852
1162,Courfaivre_Jura_admin,mail_courfaivre@jura.ch,DE,Werdstrasse 63,2853
1163,Bassecourt_Jura_admin,mail_bassecourt@jura.ch,DE,Hirschengraben 79,2854
1164,Glovelier_Jura_admin,mail_glovelier@jura.ch,FR,Rue du Château 43,2855
1165,Boécourt_Jura_admin,mail_boécourt@jura.ch,IT,Zürcherstrasse 93,2856
1166,Montavon_Jura_admin,mail_montavon@jura.ch,DE,Poststrasse 77,2857
1167,Undervelier_Jura_admin,mail_undervelier@jura.ch,FR,Bahnhofstrasse 75,2863
1168,Soulce_Jura_admin,mail_soulce@jura.ch,DE,Marktgasse 5,2864
1169,Saulcy_Jura_admin,mail_saulcy@jura.ch,FR,Usterstrasse 73,2873
1170,Le_Bémont JU_Jura_admin,mail_le_bémont ju@jura.ch,IT,Rue de l'hôpital 6,2877
1171,St-Ursanne_Jura_admin,mail_st-ursanne@jura.ch,DE,Piazza Riforma 52,2882
1172,Montmelon_Jura_admin,mail_montmelon@jura.ch,FR,Via Trevano 7,2883
1173,Montenol_Jura_admin,mail_montenol@jura.ch,DE,Usterstrasse 68,2884
1174,Epauvillers_Jura_admin,mail_epauvillers@jura.ch,DE,Marktplatz 12,2885
1175,Epiquerez_Jura_admin,mail_epiquerez@jura.ch,DE,Dufourstrasse 13,2886
1176,Soubey_Jura_admin,mail_soubey@jura.ch,FR,Piazza Riforma 74,2887
1177,Seleute_Jura_admin,mail_seleute@jura.ch,FR,Zürcherstrasse 6,2888
1178,Ocourt_Jura_admin,mail_ocourt@jura.ch,IT,Winkelriedstrasse 6,2889
1179,Porrentruy_Jura_admin,mail_porrentruy@jura.ch,IT,Winkelriedstrasse 70,2900
1180,Fontenais_Jura_admin,mail_fontenais@jura.ch,DE,Piazza Riforma 92,2902
1181,Villars-sur_Fontenais_Jura_admin,mail_villars-sur_fontenais@jura.ch,IT,Usterstrasse 60,2903
1182,Bressaucourt_Jura_admin,mail_bressaucourt@jura.ch,IT,Tellstrasse 45,2904
1183,Courtedoux_Jura_admin,mail_courtedoux@jura.ch,FR,Via Trevano 37,2905
1184,Chevenez_Jura_admin,mail_chevenez@jura.ch,IT,Piazza Riforma 10,2906
1185,Rocourt_Jura_admin,mail_rocourt@jura.ch,FR,Marktplatz 69,2907
1186,Grandfontaine_Jura_admin,mail_grandfontaine@jura.ch,FR,Rue de la Croix-Rouge 85,2908
1187,Roche-d'Or_Jura_admin,mail_roche-d'or@jura.ch,IT,Place de l'hôtel 48,2912
1188,Réclère_Jura_admin,mail_réclère@jura.ch,FR,Bahnhofstrasse 76,2912
1189,Damvant_Jura_admin,mail_damvant@jura.ch,IT,Place de l'hôtel 52,2914
1190,Bure_Jura_admin,mail_bure@jura.ch,DE,Bärenplatz 63,2915
1191,Fahy_Jura_admin,mail_fahy@jura.ch,FR,Winkelriedstrasse 76,2916
1192,Courchavon_Jura_admin,mail_courchavon@jura.ch,FR,Zürcherstrasse 90,2922
1193,Courtemaîche_Jura_admin,mail_courtemaîche@jura.ch,IT,Place de l'hôtel 90,2923
1194,Montignez_Jura_admin,mail_montignez@jura.ch,FR,Tellstrasse 61,2924
1195,Buix_Jura_admin,mail_buix@jura.ch,IT,Marktgasse 15,2925
1196,Boncourt_Jura_admin,mail_boncourt@jura.ch,DE,Morgartenstrasse 7,2926
1197,Coeuve_Jura_admin,mail_coeuve@jura.ch,IT,Industriestrasse 26,2932
1198,Damphreux_Jura_admin,mail_damphreux@jura.ch,IT,Marktplatz 81,2933
1199,Lugnez_Jura_admin,mail_lugnez@jura.ch,IT,Piazza Riforma 52,2933
1200,Beurnevésin_Jura_admin,mail_beurnevésin@jura.ch,DE,Poststrasse 3,2935
1201,Alle_Jura_admin,mail_alle@jura.ch,DE,Tellstrasse 30,2942
1202,Vendlincourt_Jura_admin,mail_vendlincourt@jura.ch,FR,Rue du Château 82,2943
1203,Bonfol_Jura_admin,mail_bonfol@jura.ch,IT,Winkelriedstrasse 83,2944
1204,Miécourt_Jura_admin,mail_miécourt@jura.ch,IT,Rue de l'hôpital 92,2946
1205,Charmoille_Jura_admin,mail_charmoille@jura.ch,FR,Winkelriedstrasse 59,2947
1206,Courtemautruy_Jura_admin,mail_courtemautruy@jura.ch,IT,Piazza Riforma 97,2950
1207,Courgenay_Jura_admin,mail_courgenay@jura.ch,DE,Rue de l'hôpital 23,2950
1208,Cornol_Jura_admin,mail_cornol@jura.ch,IT,Winkelriedstrasse 10,2952
1209,Fregiécourt_Jura_admin,mail_fregiécourt@jura.ch,IT,Marktgasse 20,2953
1210,Pleujouse_Jura_admin,mail_pleujouse@jura.ch,FR,Place de l'hôtel 56,2953
1211,Asuel_Jura_admin,mail_asuel@jura.ch,DE,Piazza Riforma 53,2954
1212,Bern_Bern_admin,mail_bern@bern.ch,DE,Morgartenstrasse 80,3000
1213,Hinterkappelen_Bern_admin,mail_hinterkappelen@bern.ch,IT,Place de l'hôtel 53,3032
1214,Wohlen_b. Bern_Bern_admin,mail_wohlen_b. bern@bern.ch,FR,Bärenplatz 22,3033
1215,Murzelen_Bern_admin,mail_murzelen@bern.ch,FR,Rue de la Croix-Rouge 38,3034
1216,Frieswil_Bern_admin,mail_frieswil@bern.ch,IT,Hirschengraben 74,3035
1217,Detligen_Bern_admin,mail_detligen@bern.ch,DE,Morgartenstrasse 3,3036
1218,Herrenschwanden_Bern_admin,mail_herrenschwanden@bern.ch,IT,Place de l'hôtel 71,3037
1219,Kirchlindach_Bern_admin,mail_kirchlindach@bern.ch,FR,Bärenplatz 91,3038
1220,Ortschwaben_Bern_admin,mail_ortschwaben@bern.ch,FR,Morgartenstrasse 31,3042
1221,Uettligen_Bern_admin,mail_uettligen@bern.ch,DE,Poststrasse 77,3043
1222,Innerberg_Bern_admin,mail_innerberg@bern.ch,FR,Industriestrasse 81,3044
1223,Meikirch_Bern_admin,mail_meikirch@bern.ch,IT,Bärenplatz 1,3045
1224,Wahlendorf_Bern_admin,mail_wahlendorf@bern.ch,FR,Industriestrasse 29,3046
1225,Bremgarten_b. Bern_Bern_admin,mail_bremgarten_b. bern@bern.ch,IT,Rue de la Croix-Rouge 93,3047
1226,Worblaufen_Bern_admin,mail_worblaufen@bern.ch,FR,Tellstrasse 19,3048
1227,Säriswil_Bern_admin,mail_säriswil@bern.ch,DE,Bahnhofstrasse 36,3049
1228,Zollikofen_Bern_admin,mail_zollikofen@bern.ch,FR,Rue de la Croix-Rouge 26,3052
1229,Deisswil_b. Münchenbuchsee_Bern_admin,mail_deisswil_b. münchenbuchsee@bern.ch,IT,Dufourstrasse 38,3053
1230,Diemerswil_Bern_admin,mail_diemerswil@bern.ch,FR,Industriestrasse 36,3053
1231,Wiggiswil_Bern_admin,mail_wiggiswil@bern.ch,DE,Piazza Riforma 61,3053
1232,Lätti_Bern_admin,mail_lätti@bern.ch,FR,Poststrasse 71,3053
1233,Münchenbuchsee_Bern_admin,mail_münchenbuchsee@bern.ch,DE,Piazza Riforma 4,3053
1234,Schüpfen_Bern_admin,mail_schüpfen@bern.ch,FR,Usterstrasse 15,3054
1235,Ittigen_Bern_admin,mail_ittigen@bern.ch,FR,Industriestrasse 68,3063
1236,Bolligen_Bern_admin,mail_bolligen@bern.ch,IT,Werdstrasse 5,3065
1237,Stettlen_Bern_admin,mail_stettlen@bern.ch,IT,Marktgasse 59,3066
1238,Boll_Bern_admin,mail_boll@bern.ch,FR,Bärenplatz 96,3067
1239,Utzigen_Bern_admin,mail_utzigen@bern.ch,DE,Rue de l'hôpital 65,3068
1240,Ostermundigen_Bern_admin,mail_ostermundigen@bern.ch,FR,Rue du Château 60,3072
1241,Gümligen_Bern_admin,mail_gümligen@bern.ch,IT,Dufourstrasse 30,3073
1242,Muri_b. Bern_Bern_admin,mail_muri_b. bern@bern.ch,FR,Zürcherstrasse 88,3074
1243,Rüfenacht_BE_Bern_admin,mail_rüfenacht_be@bern.ch,DE,Piazza Riforma 75,3075
1244,Worb_Bern_admin,mail_worb@bern.ch,DE,Hirschengraben 91,3076
1245,Enggistein_Bern_admin,mail_enggistein@bern.ch,IT,Winkelriedstrasse 74,3077
1246,Richigen_Bern_admin,mail_richigen@bern.ch,FR,Zürcherstrasse 63,3078
1247,Schlosswil_Bern_admin,mail_schlosswil@bern.ch,FR,Usterstrasse 95,3082
1248,Trimstein_Bern_admin,mail_trimstein@bern.ch,IT,Piazza Riforma 86,3083
1249,Wabern_Bern_admin,mail_wabern@bern.ch,DE,Bärenplatz 96,3084
1250,Englisberg_Bern_admin,mail_englisberg@bern.ch,DE,Piazza Riforma 57,3086
1251,Zimmerwald_Bern_admin,mail_zimmerwald@bern.ch,DE,Winkelriedstrasse 32,3086
1252,Niedermuhlern_Bern_admin,mail_niedermuhlern@bern.ch,IT,Rue de l'hôpital 15,3087
1253,Oberbütschel_Bern_admin,mail_oberbütschel@bern.ch,IT,Morgartenstrasse 43,3088
1254,Rüeggisberg_Bern_admin,mail_rüeggisberg@bern.ch,DE,Marktplatz 91,3088
1255,Hinterfultigen_Bern_admin,mail_hinterfultigen@bern.ch,DE,Bahnhofstrasse 60,3089
1256,Spiegel_b. Bern_Bern_admin,mail_spiegel_b. bern@bern.ch,IT,Zürcherstrasse 69,3095
1257,Oberbalm_Bern_admin,mail_oberbalm@bern.ch,DE,Industriestrasse 52,3096
1258,Liebefeld_Bern_admin,mail_liebefeld@bern.ch,FR,Bahnhofstrasse 39,3097
1259,Köniz_Bern_admin,mail_köniz@bern.ch,IT,Place de l'hôtel 2,3098
1260,Schliern_b. Köniz_Bern_admin,mail_schliern_b. köniz@bern.ch,FR,Winkelriedstrasse 70,3098
1261,Rüti_b. Riggisberg_Bern_admin,mail_rüti_b. riggisberg@bern.ch,DE,Piazza Riforma 23,3099
1262,Münsingen_Bern_admin,mail_münsingen@bern.ch,FR,Industriestrasse 93,3110
1263,Tägertschi_Bern_admin,mail_tägertschi@bern.ch,IT,Marktplatz 21,3111
1264,Allmendingen_b. Bern_Bern_admin,mail_allmendingen_b. bern@bern.ch,IT,Marktgasse 37,3112
1265,Rubigen_Bern_admin,mail_rubigen@bern.ch,IT,Bahnhofstrasse 93,3113
1266,Wichtrach_Bern_admin,mail_wichtrach@bern.ch,IT,Tellstrasse 27,3114
1267,Gerzensee_Bern_admin,mail_gerzensee@bern.ch,FR,Marktgasse 43,3115
1268,Mühledorf_BE_Bern_admin,mail_mühledorf_be@bern.ch,FR,Dufourstrasse 61,3116
1269,Noflen_BE_Bern_admin,mail_noflen_be@bern.ch,IT,Dufourstrasse 51,3116
1270,Kirchdorf_BE_Bern_admin,mail_kirchdorf_be@bern.ch,FR,Industriestrasse 50,3116
1271,Kehrsatz_Bern_admin,mail_kehrsatz@bern.ch,DE,Zürcherstrasse 76,3122
1272,Belp_Bern_admin,mail_belp@bern.ch,IT,Poststrasse 33,3123
1273,Belpberg_Bern_admin,mail_belpberg@bern.ch,IT,Marktgasse 65,3124
1274,Toffen_Bern_admin,mail_toffen@bern.ch,IT,Rue de l'hôpital 66,3125
1275,Gelterfingen_Bern_admin,mail_gelterfingen@bern.ch,IT,Hirschengraben 99,3126
1276,Kaufdorf_Bern_admin,mail_kaufdorf@bern.ch,DE,Zürcherstrasse 80,3126
1277,Lohnstorf_Bern_admin,mail_lohnstorf@bern.ch,FR,Usterstrasse 20,3127
1278,Mühlethurnen_Bern_admin,mail_mühlethurnen@bern.ch,IT,Dufourstrasse 37,3127
1279,Kirchenthurnen_Bern_admin,mail_kirchenthurnen@bern.ch,DE,Tellstrasse 28,3128
1280,Rümligen_Bern_admin,mail_rümligen@bern.ch,FR,Tellstrasse 9,3128
1281,Riggisberg_Bern_admin,mail_riggisberg@bern.ch,IT,Winkelriedstrasse 54,3132
1282,Gasel_Bern_admin,mail_gasel@bern.ch,FR,Place de l'hôtel 30,3144
1283,Niederscherli_Bern_admin,mail_niederscherli@bern.ch,DE,Tellstrasse 57,3145
1284,Mittelhäusern_Bern_admin,mail_mittelhäusern@bern.ch,DE,Werdstrasse 84,3147
1285,Lanzenhäusern_Bern_admin,mail_lanzenhäusern@bern.ch,IT,Rue du Château 12,3148
1286,Schwarzenburg_Bern_admin,mail_schwarzenburg@bern.ch,IT,Winkelriedstrasse 14,3150
1287,Mamishaus_Bern_admin,mail_mamishaus@bern.ch,IT,Rue de l'hôpital 68,3152
1288,Rüschegg_Gambach_Bern_admin,mail_rüschegg_gambach@bern.ch,DE,Rue du Château 53,3153
1289,Rüschegg_Heubach_Bern_admin,mail_rüschegg_heubach@bern.ch,IT,Via Trevano 31,3154
1290,Helgisried-Rohrbach_Bern_admin,mail_helgisried-rohrbach@bern.ch,FR,Werdstrasse 67,3155
1291,Riffenmatt_Bern_admin,mail_riffenmatt@bern.ch,IT,Poststrasse 37,3156
1292,Milken_Bern_admin,mail_milken@bern.ch,DE,Usterstrasse 79,3157
1293,Guggisberg_Bern_admin,mail_guggisberg@bern.ch,FR,Industriestrasse 76,3158
1294,Riedstätt_Bern_admin,mail_riedstätt@bern.ch,FR,Marktplatz 45,3159
1295,Niederwangen_b. Bern_Bern_admin,mail_niederwangen_b. bern@bern.ch,IT,Place de l'hôtel 93,3172
1296,Oberwangen_b. Bern_Bern_admin,mail_oberwangen_b. bern@bern.ch,FR,Bärenplatz 55,3173
1297,Thörishaus_Bern_admin,mail_thörishaus@bern.ch,FR,Industriestrasse 5,3174
1298,Flamatt_Freiburg_admin,mail_flamatt@freiburg.ch,DE,Zürcherstrasse 39,3175
1299,Neuenegg_Bern_admin,mail_neuenegg@bern.ch,DE,Marktplatz 33,3176
1300,Laupen_BE_Bern_admin,mail_laupen_be@bern.ch,DE,Bärenplatz 83,3177
1301,Bösingen_Freiburg_admin,mail_bösingen@freiburg.ch,IT,Place de l'hôtel 91,3178
1302,Kriechenwil_Bern_admin,mail_kriechenwil@bern.ch,FR,Hirschengraben 63,3179
1303,Ueberstorf_Freiburg_admin,mail_ueberstorf@freiburg.ch,IT,Rue de la Croix-Rouge 16,3182
1304,Albligen_Bern_admin,mail_albligen@bern.ch,IT,Marktplatz 74,3183
1305,Wünnewil_Freiburg_admin,mail_wünnewil@freiburg.ch,FR,Marktgasse 65,3184
1306,Schmitten_FR_Freiburg_admin,mail_schmitten_fr@freiburg.ch,IT,Tellstrasse 48,3185
1307,Düdingen_Freiburg_admin,mail_düdingen@freiburg.ch,IT,Rue de la Croix-Rouge 1,3186
1308,Frauenkappelen_Bern_admin,mail_frauenkappelen@bern.ch,IT,Werdstrasse 7,3202
1309,Mühleberg_Bern_admin,mail_mühleberg@bern.ch,FR,Rue de l'hôpital 32,3203
1310,Rosshäusern_Bern_admin,mail_rosshäusern@bern.ch,IT,Werdstrasse 93,3204
1311,Gümmenen_Bern_admin,mail_gümmenen@bern.ch,IT,Poststrasse 93,3205
1312,Rizenbach_Bern_admin,mail_rizenbach@bern.ch,FR,Poststrasse 80,3206
1313,Ferenbalm_Bern_admin,mail_ferenbalm@bern.ch,DE,Bahnhofstrasse 67,3206
1314,Biberen_Bern_admin,mail_biberen@bern.ch,FR,Bärenplatz 2,3206
1315,Gammen_Bern_admin,mail_gammen@bern.ch,FR,Rue de l'hôpital 62,3206
1316,Wallenbuch_Freiburg_admin,mail_wallenbuch@freiburg.ch,IT,Rue de l'hôpital 28,3206
1317,Wileroltigen_Bern_admin,mail_wileroltigen@bern.ch,IT,Bärenplatz 17,3207
1318,Golaten_Bern_admin,mail_golaten@bern.ch,IT,Werdstrasse 92,3207
1319,Gurbrü_Bern_admin,mail_gurbrü@bern.ch,FR,Rue du Château 23,3208
